,Var(node1),Var(node2),Var(node3),Var(node4),Var(node5)
s85,87.36749734434107,1.5844613544349024,86.01092835832537,5.022441778917243,0.19336266211583517
s86,86.5769349944805,1.5750686934117255,85.22857716228107,4.974474719849894,0.1909119023070298
s87,88.96978480465764,1.6177478692896918,87.58456332829934,5.1178785101699695,0.1979041024343235
s88,89.74755122857964,1.5847379114476208,88.39530667397375,5.1530653801005695,0.19614292607922634
s89,88.24242888733123,1.597219279524407,86.878642343149,5.071094701792639,0.19461950304956493
s90,86.8838445090025,1.615916176881846,85.50092989845565,4.98696928322232,0.19042592989283103
s91,89.51729853801291,1.579604109858687,88.16843389662779,5.140429026723049,0.19550058088447392
s92,85.52168289064794,1.5874245842629542,84.15975504425151,4.913662942739522,0.18868783917963025
s93,87.82703244184407,1.5837624274178297,86.47298270289434,5.044947464921285,0.19298706160301796
s94,86.85347536257241,1.5947453136837297,85.4899601570676,4.990176959504285,0.19182019611384388
s95,88.34117626656935,1.643447685604862,86.93123718469839,5.074538408811733,0.19512347847938621
s96,92.57975016531883,1.6262274082355022,91.1902942412917,5.3157921543139395,0.20177751415515377
s97,88.40909467870667,1.6043399159491942,87.0348488094795,5.0797360925264785,0.19495759155412765
s98,89.82708801812375,1.6061126433094108,88.45076921481206,5.155104784582076,0.1954955330666993
s99,88.22463448605534,1.6225535454967448,86.83249326127944,5.067772732947985,0.19431919420559876
s100,89.83787095386948,1.6056031620436204,88.46620209588005,5.156987233349197,0.1965473713888764
s101,87.42970184639186,1.6090660593868749,86.04719553374828,5.02670848697562,0.19417381068245718
s102,89.09074587495262,1.615151730532055,87.70775166478283,5.116754873584444,0.19572118540277822
s103,88.05615098712535,1.6223778672960152,86.66453051698781,5.054188877984819,0.1930159718583646
s104,87.8164296897812,1.6315901393023122,86.41677228783723,5.043035817883529,0.19329997041484276
s105,85.5928154224878,1.6008508561163515,84.21738604842865,4.9161523589288745,0.18870188295598528
s106,88.32819676385678,1.6280409599512435,86.93015469328668,5.070435610056692,0.19345666000186007
s107,87.81841482632886,1.6143023994183148,86.43346281638192,5.048945648746011,0.19526221310507838
s108,87.51083890995757,1.6193164705249972,86.11987788429151,5.02768065583599,0.19321255409266305
s109,88.41108490380037,1.6181599980334573,87.02391166419693,5.078209229748068,0.19432246020188795
s110,87.18879193658921,1.6309095143845709,85.78644267536325,5.000962134151394,0.19038381168098661
s111,88.56561390639541,1.6486523510221498,87.1473711015742,5.0882232889548815,0.195974950579562
s112,90.43055055533402,1.6647049299114964,89.00450560010508,5.194899645820948,0.19917916871862504
s113,88.40363492984395,1.6657983517904213,86.96984561591513,5.076808398813841,0.1954309418361685
s114,87.89175458255257,1.6542361143885818,86.46603842280808,5.045639552303629,0.19328288612807176
s115,88.00473266005487,1.6611690039105946,86.57537924931432,5.056444337453398,0.19505714061341714
s116,89.83056068224474,1.6841572836617655,88.38337870818765,5.157909199392501,0.19759774390037826
s117,88.62577874021876,1.6807531601098424,87.1783022856952,5.081544189525538,0.19310430012904148
s118,89.0280309921111,1.6688416297002793,87.59232721660268,5.113167524870722,0.19640236049401957
s119,87.15685332306289,1.6467101258625534,85.73907169946789,5.006413722778983,0.1926192572656956
s120,86.23119717210199,1.63398562997283,84.82269886808793,4.955979536148591,0.19145768913251138
s121,88.68540504483866,1.6634060445973906,87.2537332287829,5.087215012242486,0.1937112383710249
s122,86.6975405153317,1.6585926673606501,85.26364065276591,4.972513298769331,0.18950102144991754
s123,88.76348709407952,1.677473107277621,87.31864769297465,5.093624467829402,0.1945907252538013
s124,86.65551498374627,1.686141013164137,85.20155345460674,4.976043617849627,0.1924555749539677
s125,86.39045940949273,1.6806779652430335,84.93789705545991,4.961001225985672,0.19118193102193926
s126,88.92049401072727,1.6839940276709393,87.46701728355114,5.104663882284227,0.19538998503239888
s127,88.7768266876748,1.6839072778771442,87.3243351270237,5.094061741672137,0.1947831796931125
s128,89.4660162053517,1.713440048293452,87.9879610993129,5.135910170169991,0.19734654453982828
s129,85.47721696589937,1.6815983117260782,84.02754372741332,4.900291561378186,0.18723132646448684
s130,87.97898437030453,1.6903277356976323,86.51813550677225,5.051593754095427,0.19433479896603814
s131,87.1674906490881,1.68321121560343,85.71415582118696,4.997459605872781,0.19009205278568855
s132,88.65627943540319,1.6809659316128847,87.20191830984064,5.090666926813828,0.19581719969889433
s133,88.88545828835875,1.7129537340717091,87.40587808624899,5.1031302601316515,0.19624432221744184
s134,88.8063688200499,1.6767429214378586,87.35636445414202,5.0956207907123865,0.19497045466913981
s135,86.8627469604438,1.6981207854589062,85.39407328669574,4.9787602919597855,0.18974281306078924
s136,88.76486306025039,1.6887349105770049,87.30463457183662,5.095206653642979,0.19537308991919788
s137,91.53906127487974,1.7624914732003933,90.01331934280476,5.248683476578301,0.19957277222685738
s138,88.184086915061,1.7131003654445516,86.70268775266229,5.061085888824003,0.19481282656147889
s139,87.23460197665308,1.715168716766279,85.7511192450246,5.00574903072002,0.1924210336542285
s140,89.88101538460135,1.7489197069816194,88.3661542205778,5.154439503370978,0.19699769137165407
s141,88.3186538241023,1.7189757928439688,86.8313232937621,5.066210906429005,0.1940581269125961
s142,88.94973912876546,1.7182597825340444,87.46407193530654,5.103307257701637,0.19544989826741357
s143,89.50776888710617,1.7305987095565745,88.01234137846981,5.133559883763453,0.19629155710104185
s144,89.33612508259122,1.7080817967018105,87.85641875006327,5.134480958457034,0.19889859016375486
s145,88.37414378790257,1.7579770321802752,86.85143086271619,5.065074578958494,0.1935415902697065
s146,87.639757464598,1.693696539322061,86.17401845682522,5.030411321945756,0.19302511224198227
s147,88.98116395446515,1.739234717227501,87.47310236349182,5.102967322747859,0.19499835558286235
s148,88.18368923708084,1.7303288409121105,86.68272053587056,5.059240745277694,0.19398515476978564
s149,86.92332468743938,1.7152484294501773,85.43665019133532,4.984564222621137,0.19069551952872174
s150,87.47429813211069,1.7448303990611924,85.9611916361607,5.017620939569051,0.19269429587347126
s151,89.6836644392651,1.732151272348741,88.1850544827396,5.141063486431122,0.19562641959456026
s152,88.28895944151407,1.7364641826914653,86.7850348876489,5.062641035533606,0.1937339858336296
s153,87.51936015546872,1.7480949294120953,86.00167122047189,5.016800207117682,0.19186956139758524
s154,86.09644062270038,1.7042061931721233,84.61515805562627,4.934697710497808,0.18846589567520675
s155,88.04010137771562,1.723582875722872,86.54406667817659,5.058929747888288,0.19664246170658833
s156,87.45360602183116,1.7466174422047092,85.9336087117602,5.011772770371391,0.19164636626971301
s157,88.71125046323364,1.7631070868068268,87.18051914601436,5.083154280672846,0.19330915981569874
s158,88.55124766367791,1.7404704747244717,87.03641448697472,5.082240896967051,0.19535394676529724
s159,89.50385614938081,1.7857417884729998,87.95186256773378,5.133501936285823,0.1972106315032975
s160,86.46953596679548,1.721303951739581,84.97416265283537,4.960579062480295,0.1908059371727938
s161,87.85314464898151,1.7477249930499972,86.3364951018106,5.044900531952662,0.19518322797736287
s162,88.4398381803693,1.7811566690592147,86.89219665127847,5.06781689468069,0.19376186139343193
s163,89.10853724085158,1.7600115720941738,87.5821201043622,5.106026521251133,0.19454843116324846
s164,88.05834442310211,1.7908883072927044,86.50081469064668,5.0440007302753465,0.1921063072642282
s165,89.5081935779505,1.78171729257011,87.96064888058172,5.1349125319993405,0.1974283288078977
s166,87.1405701841207,1.7667110550521365,85.60161826161274,4.995369613911359,0.19147051495064682
s167,87.32284209361356,1.74207170902763,85.80738433597801,5.009737333868099,0.19266213801139812
s168,87.24475403375267,1.748754401975266,85.72151058117308,5.0013501488068615,0.191617843410895
s169,88.61412438232601,1.8025856189673664,87.04517452887075,5.079301759635851,0.19452202871343935
s170,87.67906097071094,1.7549312348885493,86.14960186139017,5.02399415601048,0.1918870779134532
s171,88.669055001977,1.8048428877012161,87.0943743313895,5.082759405771116,0.19500251877578367
s172,88.93151426763156,1.7574355657097014,87.40468454940302,5.100540361839257,0.19563710677157536
s173,88.97281645453232,1.815400044722829,87.38981072710415,5.10337522479715,0.1967104250986701
s174,89.99124800581765,1.8104981869605337,88.41326379814582,5.156361495899963,0.19704911329266067
s175,88.26237306512164,1.870753810399747,86.62622057649796,5.051575396913497,0.19249596223349175
s176,87.65699213185137,1.7727023720694581,86.1128053501306,5.027215949110589,0.19351901696924856
s177,90.00534749895165,1.8220224958002371,88.41926960460512,5.159850144757936,0.19832108710169635
s178,88.94876896049209,1.8424111484591288,87.34055766035463,5.095212989657261,0.19470420038145428
s179,89.24705802483524,1.8064375476763244,87.67351848595776,5.1166513243884175,0.19605596226385005
s180,89.43550059276988,1.8202020764586486,87.84737889414937,5.124135739639903,0.19564793775057673
s181,89.59568000158303,1.8179308187680063,88.00696806878452,5.1361353417029685,0.19692096735628734
s182,87.6130292432948,1.858679758064706,85.9866074854057,5.018640276290897,0.1926758839784995
s183,89.8554267040345,1.8289552356169072,88.25824756703432,5.155163909760769,0.19893330105762197
s184,87.24852061366803,1.81433635376899,85.66173177248412,5.001283899426305,0.19235967350664315
s185,87.50343437005642,1.8161128983212234,85.91708412564381,5.0124493261411756,0.19147924557595053
s186,88.57202272909821,1.8128595805740246,86.98743988574061,5.075935577247768,0.19404033222032438
s187,89.67002962332597,1.8273823142816812,88.07433193699347,5.143947411690853,0.19892956742082793
s188,88.92329604120943,1.8693158513375503,87.28564925012567,5.094818495080435,0.19541452993436448
s189,88.11103403922371,1.822166323801957,86.51762312733226,5.04763216336968,0.19335989776304088
s190,87.96307207689497,1.8552082891579365,86.33916871868227,5.037590564603556,0.1929329559021591
s191,91.17566097121853,1.8885182470478972,89.51890669170645,5.220646410862163,0.1991540342824447
s192,89.49112311375775,1.8657465577703647,87.85842012662756,5.1222485918432366,0.19526481806801793
s193,87.92767979469713,1.8579695282945108,86.29953430698366,5.03329564004337,0.1922507040506408
s194,87.75994477039833,1.8607819914895056,86.12998752907498,5.02687835207371,0.19290572540803372
s195,89.76296117564391,1.8872086595270239,88.10697393919025,5.144168568702048,0.19768274792966517
s196,88.51097094342589,1.842280004803709,86.90025197467352,5.073643471566908,0.1950135831342138
s197,86.38370309410165,1.8634376778001087,84.74899166891745,4.949914809353187,0.19056236662343973
s198,88.82797734455245,1.8608374327319868,87.19595045804724,5.082856081023247,0.19297401566631903
s199,89.20479602429057,1.8824211775189579,87.55297335504945,5.106835649138646,0.19513428187143841
s200,87.84175419843596,1.8617938656379256,86.20738359187374,5.0279804065534845,0.19164539255236543
