,node1-node2,node1-node3,node1-node4,node1-node5,node2-node3,node2-node5,node3-node4,node4-node5
s39,0.1402200305304166,0.9909627726834358,0.972565104919795,0.7589703320722906,0.021489628306854053,0.0,0.9814299725728205,0.6388002914039993
s40,0.13606909494688796,0.9915219947284976,0.9735448328663379,0.7635294746321281,0.02082802834727674,0.0,0.9818661688631425,0.6450223144073656
s41,0.13856040836113054,0.991203411179174,0.9728833778456394,0.7599611012160331,0.021236943972147364,0.0,0.9815122554296836,0.639821911124914
s42,0.1387739172031296,0.9911013198416714,0.9731209806610843,0.7634986776776498,0.0209699522384387,0.0,0.9818541177592638,0.6455872127733485
s43,0.13982725007103436,0.9907507350625455,0.9725538004270848,0.7617276523506279,0.021390769029964056,0.0,0.9816135221159321,0.6432040116494963
s44,0.13842023457956976,0.9911152974527453,0.9727054823880111,0.7583733783034253,0.021191976962261664,0.0,0.9814199660315013,0.6375700009726195
s45,0.13882320460621697,0.9910413332994886,0.973270110422626,0.7664683873111465,0.02123922199072111,0.0,0.9820582175003867,0.650256050521822
s46,0.13950550105431644,0.9909383738153018,0.9728713427091097,0.7625069710097445,0.02109229389686056,0.0,0.9817616678916686,0.6443347650862377
s47,0.1402865895780795,0.99093646382701,0.9727586500898845,0.7612240987440805,0.020665004231666704,0.0,0.9816518738986272,0.6421163621209066
s48,0.13700706614283728,0.9913826152105618,0.9735639942520312,0.7655475932401483,0.020729038118592478,0.0,0.9820221373853905,0.6482573125789481
s49,0.1381262028049908,0.9911952918149354,0.9729381713723886,0.760268643638067,0.02069878911352341,0.0,0.9815770493205429,0.6402855141789652
s50,0.1374797583273339,0.9912621431407139,0.9733597547760158,0.7643389079381342,0.02087892120286529,0.0,0.9819329496365374,0.6466790675347878
s51,0.13891061133401075,0.9911203393034183,0.9730143729641103,0.7617481342137362,0.02109311591462195,0.0,0.9817261507947866,0.6427842679621241
s52,0.14025976406394305,0.9908313508440186,0.9730197954494562,0.7659031681398156,0.020955729781619418,0.0,0.9820193686965882,0.6496733355509601
s53,0.1381076356854625,0.991212897438674,0.9734927518195864,0.7662034327702512,0.02093396503636639,0.0,0.9821186643012171,0.6497384590779494
s54,0.13880343635180786,0.9911522428413925,0.9730817189850305,0.7622177263451244,0.02096693646870108,0.0,0.9817635636935572,0.6436116180120081
s55,0.13782659923995652,0.9912791927523192,0.9729728248869818,0.7595355297621925,0.020942763189764544,0.0,0.9815267100260997,0.6392344386577922
s56,0.14080222349687663,0.990738138104539,0.972648525329905,0.7615359074672544,0.02072183979092321,0.0,0.9817351554799505,0.6430519884226187
s57,0.13793169384752574,0.9912191713751682,0.9731760439506941,0.7628296793851441,0.0210073684003985,0.0,0.9817881599867999,0.6445446661035393
s58,0.1402410453815331,0.9909097824496862,0.9726202429068531,0.7597805744569981,0.02109078708278976,0.0,0.9815362914365303,0.6400086742045528
s59,0.13902219243908506,0.9910192450879414,0.9730304013206796,0.7629017483811936,0.020893388705648403,0.0,0.9818392343429734,0.6448050109951146
s60,0.1396167993380754,0.9909158767637893,0.972899150254178,0.762495558330434,0.020746258900638432,0.0,0.9818106714949507,0.6442189264972908
s61,0.13656437106263294,0.9915148800810984,0.9736116166263289,0.7640867891097444,0.02057993928025749,0.0,0.9819394273192695,0.6459858549308355
s62,0.1368350312201566,0.9914365432946451,0.973476903637408,0.7633464208969027,0.020652600842048393,0.0,0.9818791261545275,0.6449049116481533
s63,0.14044874327237997,0.9908282102433804,0.9728646671803223,0.7628655892113505,0.02075140702787322,0.0,0.981865614414901,0.6450272110772727
s64,0.13908513001542472,0.9911228415975724,0.9732111992643203,0.7637958459137255,0.02093315502595653,0.0,0.981923209478724,0.6461652968347239
s65,0.14054294744814846,0.9907931572044884,0.9731140634877461,0.7669412387111821,0.020594749333291,0.0,0.982150456321597,0.6513182167386025
s66,0.14032234502523505,0.9909520983260984,0.9731693522424671,0.7655125676707145,0.020788977883832414,0.0,0.9820482027081681,0.6490441131301706
s67,0.14114141317077372,0.9906380311903423,0.9723507840890969,0.7589936580211637,0.02073954013930869,0.0,0.9815355825364172,0.639361567127865
s68,0.1404291151231342,0.990887584140785,0.9728027826217045,0.7616443229119814,0.020730990078722682,0.0,0.9817423106475136,0.6430339321136788
s69,0.1378908487068944,0.9912739700904849,0.9732052362847853,0.7612349140899801,0.02058734897651673,0.0,0.9817654983134272,0.6421046858473369
s70,0.13970779203824793,0.9910076858244642,0.9729140515337362,0.7621792262826385,0.020642573234108418,0.0,0.9817362922072823,0.6435392111441547
s71,0.13961565806521317,0.9910649707875795,0.9727058826231043,0.7589080332124724,0.020879040816307638,0.0,0.9814722691146095,0.6385113901705894
s72,0.1417306180079507,0.9906037112139081,0.9725751673974355,0.7625544116128894,0.02087931983886184,0.0,0.9817933074925855,0.6448454123305237
s73,0.14275698602139286,0.9904759393172472,0.972520385761133,0.7633360876126926,0.02047108404898032,0.0,0.9818669076281652,0.6461143594466349
s74,0.14185750495449811,0.9906131097178289,0.9728311269679208,0.7653824582611951,0.020585100448983113,0.0,0.982041073961988,0.6492598728862187
s75,0.14049803811573508,0.9908988031511671,0.9725103205808151,0.758535405245026,0.02070797465250852,0.0,0.9814392717941968,0.6379636272344116
s76,0.14071385293161687,0.9907881883076355,0.9729573117066258,0.764507410779818,0.02068540742299835,0.0,0.9819931200156904,0.6478059249553232
s77,0.14239865724100587,0.9905233109967695,0.9725406851509405,0.7631832704292367,0.02074184794218086,0.0,0.9818369532789296,0.6457894549183386
s78,0.14142416054684645,0.9906326619503061,0.972748711162262,0.7641745598581966,0.02080606893832881,0.0,0.9819370812602646,0.6473648425623261
s79,0.14057259549848214,0.9908336764911257,0.97284101224883,0.7622785743148959,0.0205104393610214,0.0,0.9818337215269547,0.6441594324706839
s80,0.14194227545714766,0.9906026907695002,0.9725187329479605,0.7618363689394383,0.020661648800734105,0.0,0.9817376453774822,0.6436660912744278
s81,0.14172286601717746,0.9906648765959232,0.9723511043445182,0.7597280828339504,0.02048871895740843,0.0,0.9815082511765698,0.6399893183486769
s82,0.1424156574707247,0.9905044002353601,0.9726017211518831,0.7643716496316896,0.02064100327951461,0.0,0.9819211986702652,0.6475132240655245
s83,0.14157835566706295,0.9905016492359153,0.9726834256926331,0.7650190740377159,0.020429636719022773,0.0,0.9819911470101007,0.6487176601698426
s84,0.1415829887142939,0.9906383690922241,0.9723412918012834,0.7591897085656368,0.020615223187426538,0.0,0.9815240125345057,0.639421163952505
s85,0.1407866642337298,0.9908344964719067,0.9730155135601926,0.7653169026954374,0.020735954812745504,0.0,0.9820107659707961,0.6487832251177101
s86,0.14273145236777332,0.9903619186489881,0.972494664538742,0.7639885452002506,0.020568832264134338,0.0,0.9819548172222343,0.647568337444269
s87,0.1445723608561717,0.9900763389206959,0.9719667723729353,0.7615629356712524,0.020624604703481354,0.0,0.9816982923969639,0.6438007344519516
s88,0.1418534336803032,0.9905940210636345,0.9723557552900827,0.7602422929063302,0.02036478650627464,0.0,0.9815784073162587,0.6408947977562248
s89,0.14081430667175687,0.990876928207819,0.9730254027489017,0.7644244097409124,0.02029456815260609,0.0,0.9819792915005291,0.6472107079148884
s90,0.1426595834543206,0.9904230555376698,0.9726295522296523,0.7654466014093778,0.020349140039956297,0.0,0.9820278987813313,0.6492827856310883
s91,0.1429046095603955,0.9905201476220974,0.9726155813494748,0.7636104690715663,0.020591399882165275,0.0,0.9819152079926642,0.6465178498611173
s92,0.1428613275536485,0.9905264773955453,0.9723232238205506,0.7598436458799285,0.020263115336711237,0.0,0.9816183578781014,0.6405467677632521
s93,0.14123265458754658,0.9907722719978419,0.9726928475871264,0.762168875999284,0.02032920425493088,0.0,0.9817425898027851,0.6435789351158073
s94,0.1439690053234447,0.990360761106501,0.9724489165648386,0.7640672497835672,0.020539476722551766,0.0,0.9819073344851407,0.647300150162815
s95,0.14145865215407755,0.9906552536744355,0.972712442409659,0.7630760138269532,0.020404538494477924,0.0,0.9818823509467229,0.6455490108283735
s96,0.14353655221140116,0.9902922977483087,0.9722657124231397,0.7616487168102394,0.020696323975859382,0.0,0.9817879799729609,0.6440658804902332
s97,0.14241157419772582,0.9905766190228997,0.9728432140503522,0.7653813490974621,0.020376282269206653,0.0,0.9820946091420032,0.6493521218395458
s98,0.14191079096925235,0.9906995486647441,0.9726347389133271,0.7616452172270797,0.020406217781656872,0.0,0.9817613835593955,0.6433451472305849
s99,0.14262994082584507,0.9905478679062175,0.9726085557706654,0.7630780275219519,0.020229625431272744,0.0,0.9818831298033344,0.6456120533702827
s100,0.141268276195391,0.9907632957854906,0.9726836785697724,0.7615858660271363,0.020453428015502973,0.0,0.9817455354177098,0.643052094120449
s101,0.1418471565518231,0.9905694760954842,0.9727666710727464,0.7655498436491264,0.020260280714933045,0.0,0.9820212527294327,0.6492781381295196
s102,0.14318253753956497,0.9904174976687132,0.972302338765167,0.7609215403110728,0.02043430861174385,0.0,0.9817018874376158,0.6424604646873867
s103,0.14232704867706533,0.9907268123434297,0.9729754790573149,0.7658618522073739,0.02049858409359404,0.0,0.9820789281901168,0.6496917738288531
s104,0.14401038981258407,0.9903184377363059,0.972335931503214,0.7623655926952958,0.020271338915888212,0.0,0.9818355557828483,0.6447459776804315
s105,0.14262162132681974,0.9905227943394194,0.9726715914343728,0.7641329084387732,0.02044634781692328,0.0,0.9819734876828553,0.6475627036160495
s106,0.14226039290600256,0.990616556415447,0.9723697394194224,0.7600017954529841,0.02024149383836183,0.0,0.9815757920043648,0.6404993179300557
s107,0.14345328938630444,0.9903033950136816,0.9722794441729291,0.7630129132299099,0.02049833140449454,0.0,0.981787477676647,0.6455513847435692
s108,0.14632054801820873,0.9898191801909824,0.9721026103991934,0.766131129288833,0.020367975002392336,0.0,0.9820950546339947,0.6513086711465741
s109,0.1426644694428462,0.9905310446269083,0.972677985289131,0.7635952442340515,0.01989210403344016,0.0,0.9819711640299639,0.6464114850284739
s110,0.1428430779535171,0.9905717568738615,0.9728350955628629,0.7656871774637383,0.020281647743413775,0.0,0.9820900027920031,0.6496356904607528
s111,0.1436245144408205,0.9903242170497603,0.9723716901701244,0.7628848472575985,0.020112554893051658,0.0,0.9818643434347358,0.6454816682934148
s112,0.14691812637066196,0.9898299860472227,0.9718651264274804,0.7625189043432166,0.020106630338851208,0.0,0.981844705381994,0.6456058545915034
s113,0.14451458410803716,0.990155095837668,0.9722820933767177,0.7641778414751136,0.020262554438635835,0.0,0.9819408459858537,0.6478658506801945
s114,0.14524006640067835,0.9902030254706539,0.9722193417490792,0.7625429950053323,0.020552133275531844,0.0,0.9818315068019049,0.6453326345726358
s115,0.1449899582868312,0.9902259832595182,0.9726245757094177,0.7665341108185096,0.019937524199837537,0.0,0.9822191834381607,0.6516290097484576
s116,0.14607172296129198,0.9898668863380107,0.9716114998430365,0.7597367188667308,0.02012079245259105,0.0,0.9815504975399926,0.6408470609319894
s117,0.14497502712907856,0.9901261753287135,0.9723659837085253,0.7648172304039974,0.020115559935234156,0.0,0.9820546854340041,0.6489491026818438
s118,0.14418113836153634,0.9903361267088845,0.9725117738040968,0.7637134856163703,0.020004844183671256,0.0,0.981996408913275,0.6470342754293079
s119,0.14426983874457922,0.9903048795232988,0.9722031553084732,0.761601391461521,0.020195915995550245,0.0,0.981714379801739,0.643328639913543
s120,0.1440380911298655,0.9902508900423361,0.972284935631279,0.763020550232538,0.02001273238961231,0.0,0.9818488102236383,0.6458743012201333
s121,0.14595171627250436,0.9899899668698261,0.9719902672960055,0.7623433322506549,0.020087871872585213,0.0,0.9818110750806358,0.6450642307277611
s122,0.14561164943057664,0.9900325073188319,0.9719740258716668,0.7617892380233499,0.0199361186279829,0.0,0.9817492650887195,0.644119685322009
s123,0.1445879656617086,0.9902140458043649,0.9722085370644047,0.7627807111563363,0.020017835199752608,0.0,0.9818107075317385,0.6454889749550496
s124,0.14489333255318235,0.9902003691068461,0.9719613410776433,0.7592210644063894,0.020020522533734535,0.0,0.9815748158754544,0.6399947405082197
s125,0.1464171287942707,0.9897507717413595,0.9716030800490978,0.7609228308266582,0.02006037942307137,0.0,0.9816558038138604,0.6430126388102544
s126,0.14507657371400265,0.9901575804196425,0.9720718736505007,0.7619315902513271,0.020206973416784006,0.0,0.981727358268521,0.6443103643797281
s127,0.14457535839340802,0.990093682668658,0.9722882863145696,0.7640766769017947,0.019884030045945283,0.0,0.9820011887171114,0.6479198560379849
s128,0.14473869884839924,0.9903080470973138,0.9722801082049454,0.7618818098755764,0.01975359550402637,0.0,0.9817909901914452,0.6438280075944232
s129,0.14595221126331945,0.9901034682980666,0.971916866862386,0.7601008268756921,0.01984899248188949,0.0,0.9816266552438658,0.6412728058553385
s130,0.14526314716287217,0.9900474059959078,0.9719017286440539,0.7604103304009853,0.020023268399709467,0.0,0.9816665008907978,0.6420720201002228
s131,0.14680321122721618,0.9898387562706722,0.9718375782564964,0.7628788698808082,0.02016027774178799,0.0,0.9818036274591024,0.6461058394794341
s132,0.14321369472960843,0.9904415880069074,0.9727823658844401,0.765685072213479,0.019499430161953258,0.0,0.9821641994843906,0.6497204179381983
s133,0.1445495494387167,0.9901693603333014,0.9720693050774609,0.7604079898438866,0.019675768034654602,0.0,0.981715822024165,0.6419036507718997
s134,0.1471910140487808,0.9897222901355287,0.971584236577288,0.7611103732418142,0.020085079777500993,0.0,0.9816624235750828,0.643388527814358
s135,0.14695153045880582,0.9899302426240544,0.9719949485428386,0.763889394107279,0.020228914274871484,0.0,0.9818756100386724,0.647511193536406
s136,0.14636254174967203,0.9898887673065468,0.971384521508189,0.7566750222463032,0.019636833695713216,0.0,0.981298893417005,0.6359785002246945
s137,0.14410434909718195,0.9903054743420742,0.9720165890638213,0.7584588109888588,0.0194660374007878,0.0,0.9815288511344595,0.638460795347634
s138,0.14738461605241937,0.9898162338414369,0.9719645859787945,0.7635107401373921,0.01986151316199418,0.0,0.9819572371944182,0.6473699291571758
s139,0.14717522915990547,0.9898294308424921,0.9718086138893545,0.7616126984363648,0.020013818058793147,0.0,0.9817869235659474,0.6442480726280609
s140,0.147713609806913,0.9897372213062069,0.9717733096005163,0.7624628684012069,0.019845683442606593,0.0,0.9818430147431012,0.6456085736884226
s141,0.1473374146144439,0.9896919493438133,0.9717263631600978,0.7617902646996806,0.019347600051817956,0.0,0.9818385984931253,0.64460866154779
s142,0.1484619845712614,0.9895912868795875,0.9711957722874835,0.7575555990163007,0.01981652634361165,0.0,0.9814028000995103,0.6379572296479419
s143,0.1491654786886247,0.9893186102925395,0.9713243037872489,0.7620518328857329,0.019976233244643673,0.0,0.9817967059297266,0.6455964706554386
s144,0.14630602034178944,0.989960491257583,0.9719596050671511,0.7614441293390359,0.019731200526962967,0.0,0.981808932289897,0.6438476103091217
s145,0.14928818969496177,0.9893033870931339,0.9710854527010251,0.758288696886229,0.019496622199814698,0.0,0.9815760845048661,0.6398110188275442
s146,0.14423735934933254,0.9903998434270735,0.9723710565470916,0.7615113624771555,0.019575980234958948,0.0,0.9817929890360524,0.643229043235224
s147,0.14540697924648835,0.9901457595211979,0.9724236901870503,0.7646026947635777,0.019520136568378827,0.0,0.98209905139269,0.6485942179790193
s148,0.14800668500102557,0.989627877385898,0.9715595354229557,0.7609894625494017,0.01958485479487076,0.0,0.9817362285034475,0.6433910932362648
s149,0.14916774242013384,0.9895110864736434,0.9716307821779682,0.7638079279846149,0.019775011233022943,0.0,0.9819237802868611,0.6478913506079016
s150,0.14631628697261237,0.9900202518329917,0.9721089011776806,0.7631339338913332,0.01958254573974448,0.0,0.9818998562345704,0.646260901869825
s151,0.1504663735412949,0.9892429458357636,0.9709556099643439,0.7587821236800025,0.01975767646265689,0.0,0.9815066239690737,0.6404041281114632
s152,0.14785015697824389,0.9897436255325225,0.9716592900833094,0.7600867293727,0.01971713158666144,0.0,0.9817225034152339,0.6421865069616483
s153,0.15033197357563075,0.9892591356929181,0.9710983750861294,0.7601690074283722,0.019827452540358666,0.0,0.9816317789972566,0.6425185299334807
s154,0.14757919818021395,0.9896056042333282,0.971899205256225,0.7649099840014733,0.019600690522145713,0.0,0.9820989128017226,0.649638125047371
s155,0.15065023599170768,0.9892079454307021,0.971180504042692,0.7617671036711718,0.019752890478245185,0.0,0.9817667269481524,0.6451003972010245
s156,0.1508691090129686,0.989069823219363,0.9708026000719302,0.7593087545741694,0.019875425282711644,0.0,0.9815214812733983,0.6412435345707503
s157,0.14825719668707873,0.9895323245398104,0.9717111362200587,0.7633857369738644,0.019496566974085295,0.0,0.9819852400348982,0.6474200846336211
s158,0.15076898714279874,0.9891704724466529,0.97160626262338,0.767055419246454,0.019575263432024443,0.0,0.9822367938468329,0.6534853726742385
s159,0.14940213785689369,0.9895621647827371,0.9716245847609605,0.7627558984320336,0.019843143125743777,0.0,0.981869770312265,0.6463491473402636
s160,0.1500721171999064,0.9892519715864446,0.9713459380219116,0.7625607916055931,0.019521269082910127,0.0,0.9818905188954679,0.6465395026825277
s161,0.1505582600332935,0.9891362700744644,0.970993769404356,0.7600805578442699,0.019327206136314713,0.0,0.9816491476268551,0.6423896810254733
s162,0.15055384631028834,0.9890925497043497,0.9711474160146758,0.7615290631420908,0.019356754486384194,0.0,0.9818479192252839,0.6451289183499284
s163,0.15092018012076816,0.9891835899358741,0.9709499630092501,0.758738188763716,0.019448595591619273,0.0,0.9815593056012505,0.6404646144935187
s164,0.14929941680275766,0.9895800358696287,0.9715050446741699,0.7602585115662409,0.019453107868836035,0.0,0.9817294009563321,0.6423869186319558
s165,0.14953990112606072,0.9893913934700614,0.9717418812502718,0.7657359793111042,0.019142402431179414,0.0,0.9821539554410501,0.6509988234562769
s166,0.1513397604013007,0.9891311541523959,0.9707248386893194,0.7581884329180797,0.01981158147857738,0.0,0.981384240750738,0.6392382280346388
s167,0.15245421874230752,0.9888210209210939,0.9709775291998819,0.7636764832669978,0.019375732547175093,0.0,0.9819452990224867,0.6486152318019216
s168,0.1489733741722301,0.9896121849949641,0.9717632313003682,0.7635196531913488,0.019394654393019694,0.0,0.9819575199035778,0.647263603611706
s169,0.15227568206457084,0.9889518942906612,0.9707574355983607,0.7596804832673015,0.019748525331567915,0.0,0.981593015692596,0.64203729625099
s170,0.14941187921021296,0.9895205917591322,0.9716565393150566,0.7632875871332864,0.01944890188734436,0.0,0.9819404157615311,0.6470860720847751
s171,0.14949348432249807,0.9894030227745518,0.9714616397225899,0.7623123040023513,0.019231822573818485,0.0,0.9818614279448068,0.6456048257268253
s172,0.1527797522522746,0.9889576812143795,0.9709083671726544,0.7610430865619213,0.019546651439224585,0.0,0.9817406922772863,0.6442989173613415
s173,0.14893500234479862,0.9894604187990895,0.971076959538069,0.7571655160330478,0.019079650651156965,0.0,0.9814128708941493,0.637282277450356
s174,0.15211192801773266,0.9889323884701664,0.9709518755476075,0.7613316257069879,0.019205484805316943,0.0,0.9818064132817015,0.6448243609746276
s175,0.15158161930217498,0.989053856661591,0.9710764509557042,0.7611159812604551,0.019160524213038887,0.0,0.9818165786842837,0.644234702598479
s176,0.15361437673876338,0.9886916236392389,0.9709009367040872,0.7637233444703688,0.019223085134379928,0.0,0.9819992031518425,0.6488617101504114
s177,0.15217419470482846,0.9889773134807932,0.9711006864687715,0.7623651048907589,0.019200490660575522,0.0,0.9819186838927884,0.6463800726582554
s178,0.1522009083687324,0.9888797522533525,0.9709459682761468,0.761825194569073,0.01941600547484206,0.0,0.9818500264518406,0.6458126073346613
s179,0.15333719364656107,0.9887912327942626,0.9710037728096123,0.7627153386535431,0.019312817217196743,0.0,0.982001338857135,0.6474504852465476
s180,0.15175882421251638,0.9891310940091051,0.9710171298242594,0.7602851345884802,0.019544344099942594,0.0,0.9816763482218495,0.6429656893034016
s181,0.15356308320797712,0.9886017032011543,0.9707726022321024,0.7629519547823428,0.019118358492084292,0.0,0.9819564267054334,0.6479402891875033
s182,0.15015314296906612,0.989360431698632,0.9713585075973338,0.760587375198363,0.018873094385491694,0.0,0.9817960363567118,0.6431851118809504
s183,0.15285826555237672,0.9888416206673413,0.9709373305614204,0.7626814924174334,0.019370067972981058,0.0,0.981884808964759,0.6471051944312449
s184,0.15009661469494276,0.9894199834308075,0.9713650990899463,0.7609624817381674,0.01904192274622755,0.0,0.9817468513801846,0.6434509770797964
s185,0.15145034894436524,0.989060043798119,0.9711416265298235,0.7620856746783858,0.019122809906379143,0.0,0.9818743836906573,0.64581556869481
s186,0.15188912090061268,0.9890438687226707,0.9714557419090668,0.7655946568074778,0.019004021276364497,0.0,0.9822102182159537,0.6515418140433524
s187,0.1528617402852006,0.9888111431933484,0.9711803915883095,0.7661446628145926,0.019172261554632787,0.0,0.9821604175776325,0.6524390403148645
s188,0.15351778149729312,0.9887372715924699,0.9708183648176139,0.7622127428916814,0.019134552538517074,0.0,0.9818725007769762,0.6465052560625598
s189,0.15056974860516223,0.9891888417357235,0.9713694204225816,0.7634817480945691,0.018860677476353394,0.0,0.9819733600891919,0.6476194168911014
s190,0.1518452230553505,0.989007624765566,0.9713479399360913,0.7644742878114389,0.019051826105568125,0.0,0.9821353569187722,0.6498574471414418
s191,0.1529305730964651,0.9888365524178682,0.970628838228246,0.7580773073313848,0.018990176015176618,0.0,0.9815785532912384,0.6399213751331306
s192,0.1504776376024731,0.9893086715494319,0.9713229536568376,0.7615631806053562,0.01898384621010749,0.0,0.9818126946880262,0.6446639792129449
s193,0.15351001523691654,0.9886707767352849,0.9707925698940431,0.7621141607621729,0.018862038738426134,0.0,0.9819106527333729,0.6463760745558059
s194,0.15148580714579027,0.9890889530224724,0.9713360737946817,0.7640194624729302,0.019029724900950572,0.0,0.9820471808634341,0.6489372532647716
s195,0.15449529500919124,0.988577968912056,0.9703938510266915,0.7588308419455767,0.019126244049444373,0.0,0.9815980206661442,0.6412794364298768
s196,0.15146121860181502,0.9892424382432341,0.9715711013877506,0.7643665377402801,0.01857441426147087,0.0,0.9821304951600998,0.6492312754035263
s197,0.1551251137863209,0.9885796934199436,0.9708860424957704,0.7641445811944941,0.019009313852439553,0.0,0.9820932121848428,0.6498209314027398
s198,0.1539338043981186,0.9887092994379009,0.9704052833263926,0.7569999796241269,0.019027171916699993,0.0,0.9814794969143548,0.6383870159916651
s199,0.1511111378318253,0.9891506858605433,0.9715600753778999,0.765567498255548,0.0186297189817781,0.0,0.9822106544604059,0.6511430072206223
s200,0.15350593464742832,0.9888052558586822,0.9707661756527427,0.7610972462935894,0.018990956238079015,0.0,0.9817500004709978,0.6443623210307933
