,Var(y1),Var(y2),Var(y3),Var(y4),Var(y5)
s74,1.331328454417509,0.22988905927462472,0.12011097707154349,0.04997813846772614,0.022533077652154718
s75,1.332731709331371,0.2319636506837834,0.11963981784450868,0.050738216482463065,0.023529160040002564
s76,1.3301486075316138,0.2316078644988932,0.1221048864068676,0.051860609185703864,0.02301410837138619
s77,1.342829815314189,0.23063726982380425,0.1206310102144919,0.04927244359367479,0.022939484111036884
s78,1.3253100301837017,0.23178468723952894,0.12227190739703296,0.05112559959656608,0.023864710822350362
s79,1.3409616207550092,0.22982887694256635,0.12252760892623307,0.05058081345797334,0.02249516800618042
s80,1.345289443490682,0.23423754455391774,0.1207795646016843,0.050603796385110006,0.022915161333208006
s81,1.3441974509213455,0.22897993545139983,0.11837866713316608,0.04799256907838843,0.02254937262356874
s82,1.3713904819314597,0.23566850338436796,0.1223597688703369,0.050899470336598286,0.022919166739231497
s83,1.3448230415246012,0.22777622306110035,0.11945821494200604,0.049734478007234455,0.022626412415625418
s84,1.3613094107565658,0.2321150885585421,0.12281704396031387,0.05141873440261867,0.023175650739439748
s85,1.3565689860157422,0.22789236841916083,0.11972557380281086,0.0504422575367452,0.023194830776278964
s86,1.3483578321992886,0.22671086121243497,0.11863699736908052,0.04949838987684851,0.022776515061100525
s87,1.3852214763584538,0.2325263929312389,0.12191258576511158,0.05222046510252256,0.023771051566689214
s88,1.3522445546059452,0.23249335684167574,0.12305367601644993,0.04986455731763084,0.023224692745145565
s89,1.3637865441822363,0.23343273534216977,0.12093013900181249,0.050648759836711736,0.023040604211040826
s90,1.3829146105466896,0.2330015663351555,0.11901052080400891,0.04908951250875491,0.022325896580067395
s91,1.3488646413849605,0.2307394684737284,0.12273874372922561,0.05008905645577621,0.022672780699472404
s92,1.361927846396555,0.2254967378663996,0.11714530965693219,0.04950778065347538,0.02203474886922275
s93,1.354049738949819,0.2297126884680128,0.12037122440528512,0.04977997926663927,0.022835857931093453
s94,1.3635152055048068,0.23123010817892176,0.11899512970127907,0.049695701633979135,0.023129364778585376
s95,1.4099390818709057,0.23350860373395402,0.1210034534452221,0.0505458803999699,0.02357414463419433
s96,1.3894559240273057,0.2367714842081947,0.12694862525015366,0.05171611909201502,0.02311276981298514
s97,1.3742458692271577,0.2300940467220353,0.12115355204446047,0.05043716366246922,0.02336687584719795
s98,1.3763188033117681,0.22979383999764347,0.12313549869099646,0.049882577760952534,0.02247745661475046
s99,1.3921412247759064,0.2304123207208393,0.12087059414105612,0.05041620491381632,0.023032395150726467
s100,1.3716688579894987,0.23393430405412222,0.12315103764567917,0.04964354742867589,0.023752786314521393
s101,1.3825063126436723,0.22655974674320492,0.1197765853860298,0.050843838231358726,0.02355338706506829
s102,1.3829942101698889,0.23215752036216378,0.12209147976258396,0.05038097849351262,0.023248727146681587
s103,1.391620470137402,0.2307573971586147,0.12063875660563839,0.04932639863595457,0.023050816616771462
s104,1.399657401944076,0.23193273735823863,0.12028850990642738,0.05009086652782981,0.02292059398058559
s105,1.3754293740591645,0.22542148205718793,0.11722669268153413,0.04922341467353003,0.022251775600920877
s106,1.3980420705700745,0.22999888938116966,0.12100965970789711,0.04990858223716831,0.02253841805679497
s107,1.3849520099468402,0.22935038947147313,0.12031227173895989,0.0507939773136193,0.024155964052499153
s108,1.3909610256660734,0.22835544485892392,0.11987777224426201,0.05030415227300066,0.02303062957540029
s109,1.387173239603495,0.23098675842996416,0.12113729288071572,0.05052505903658733,0.022660108284585007
s110,1.40234926122582,0.22856025315874773,0.11941770301698379,0.04843334371936468,0.022532764944638375
s111,1.4182428048213958,0.23040954620075568,0.12130889302244496,0.050784641774946106,0.02388141578217069
s112,1.4260449552288785,0.23865997468261632,0.12389001399792093,0.05190603852694337,0.023383116193761006
s113,1.4337893139285864,0.23200903786183383,0.12105975121569787,0.050362454072959584,0.02400873654751076
s114,1.425716159744475,0.22851995464410724,0.12036240962508879,0.050007422959923685,0.022913053543059368
s115,1.429353410740509,0.23181559317008524,0.12050706521990392,0.05097823877317188,0.023571836620341225
s116,1.4471819740569418,0.2369753096048254,0.12302605960326954,0.05135439353267732,0.02321729076443147
s117,1.4474764545237295,0.2332767055861104,0.12135395985423661,0.04927748076986609,0.022472859504939005
s118,1.4357037755084923,0.23313785419178687,0.12192651809086082,0.05105663714890904,0.02341920525424981
s119,1.4177816235950447,0.22892850226750933,0.11934461966846081,0.05035947479005207,0.02291516280718241
s120,1.4084983040141212,0.2254873259587068,0.11806814175073826,0.050506505595175825,0.02288304178659762
s121,1.4316718160557833,0.23173422854160802,0.12146058979119828,0.049517755379403554,0.022732893200423245
s122,1.4338998625656458,0.22469280479500345,0.11869163960963598,0.04879321729247908,0.02201616454780261
s123,1.4448394011048469,0.23263370617277004,0.12154782828519577,0.05020262965402426,0.0228402673145812
s124,1.453961529139436,0.23217948402470057,0.11858961312887313,0.04980517245966141,0.024060789365433054
s125,1.4525623540328074,0.22811561121022372,0.11822639086353887,0.05026679088111537,0.022688749277284787
s126,1.4534767271761464,0.23051730049479655,0.12175592678964302,0.05095565769795033,0.022678400544805345
s127,1.4524915606508932,0.23141571722625257,0.121557621287482,0.050082565693459806,0.02314299271217068
s128,1.4780551060388716,0.23538494225458112,0.1224759372702917,0.051109347852560494,0.023761259416976183
s129,1.449673238486082,0.23192507323999423,0.11695630283807551,0.04790639743940098,0.02236862618701064
s130,1.4608488635323846,0.22947887216524976,0.12043156846571895,0.05066366909048308,0.023239561409836178
s131,1.453334827901097,0.22987638770233104,0.11931396161914806,0.04886090817897177,0.021917182987568503
s132,1.4543611255625377,0.22660480605034528,0.12139108105733018,0.050598596500121516,0.023827522141442795
s133,1.4795802021099365,0.23337353196177416,0.12166527708312022,0.0511512578001289,0.02342778733419263
s134,1.4500043659078423,0.2267385555300151,0.12160960777407984,0.04974995702957163,0.023610889865488566
s135,1.4686736737479529,0.22944711171095153,0.11886821237461934,0.0483878039024604,0.02248679678370926
s136,1.460228488413785,0.2285064221632157,0.12153254548030835,0.05055873810260541,0.02328180633628358
s137,1.5257419320748309,0.23674954112556326,0.12530449987480086,0.05150027488573151,0.02276799746632509
s138,1.4813991623987148,0.23170120304583536,0.12068740411170982,0.050173045513202716,0.023952376936566485
s139,1.4834827316284906,0.23168598513778996,0.1193586658700471,0.049980692056526846,0.023081675727654714
s140,1.514861164023673,0.23405854295794515,0.12300834527121966,0.05058049966999956,0.0234088464304348
s141,1.4873305303400601,0.23164526250390777,0.12086851288891902,0.049961360469841315,0.0232282535538356
s142,1.4856671934590964,0.2325925890749497,0.12175015467471388,0.05040698433142431,0.023292759261275275
s143,1.495427508636449,0.2351712009201241,0.12251319302121914,0.050252055605926396,0.023526308473896307
s144,1.4797063325280375,0.228375464173767,0.12229772190783939,0.05229351147394053,0.024307356781975025
s145,1.5227129251863218,0.23526410699395237,0.12089321783479809,0.049438800732223405,0.023209571702684794
s146,1.4657390077728407,0.22795753154921886,0.11995405898943708,0.0503675961064543,0.022703457146090924
s147,1.5080615909733575,0.23117312625414044,0.12176526309385842,0.05034879807902288,0.022884294409981163
s148,1.5009687012104846,0.22936013970162303,0.12066283822562378,0.05040859962580905,0.022913716918352724
s149,1.48667449610403,0.22857393334614642,0.11892622584931559,0.04924216993746904,0.022527123741937053
s150,1.5131064959501621,0.231723903111033,0.11965205361552177,0.05006593127571004,0.022976310982239706
s151,1.4986099565254962,0.23354131582324184,0.12275832287396353,0.04994215781560996,0.022925938904986686
s152,1.5039245538652875,0.23253962882617918,0.12080330540577819,0.04973313757544814,0.023197542852403004
s153,1.5176889349969491,0.23040599441514878,0.11971295761606851,0.049308606607521906,0.022847997173994702
s154,1.4812825670741674,0.22292362609795824,0.11778943945845949,0.04810233938922157,0.02257411682752582
s155,1.4960346995391363,0.22754817618373338,0.12046666398310296,0.05154042835011412,0.02463536937337102
s156,1.5199973100708928,0.22662013213381468,0.11962454108514911,0.048750035960993726,0.023271789223570247
s157,1.5307313172192087,0.23237576958761744,0.12135696938284064,0.049781236614978235,0.022170953817879844
s158,1.514833176703072,0.22563729802140353,0.12116002567714505,0.0511308418848197,0.023063079203332486
s159,1.5519935816470143,0.23374820682598815,0.12242820235651372,0.05095500069547624,0.023827428451308023
s160,1.495373313959808,0.22593063777977104,0.11828246888431479,0.04942205377913033,0.023101414509348713
s161,1.516649547170888,0.23107544587910625,0.12017279460034659,0.051421486757241126,0.02358894661977514
s162,1.5476415290908734,0.23351513996834258,0.12095241339265722,0.04948243151667509,0.02332701648409961
s163,1.5264171364893084,0.23359443560486765,0.12191675904025562,0.04948907240561272,0.023142599717379756
s164,1.5575297324554487,0.2333585748372548,0.1204065445315654,0.049442178746975825,0.022257583985686846
s165,1.5475446973688225,0.2341725952012886,0.12243908411540584,0.05122765916304328,0.023761585529448685
s166,1.5389519225080595,0.22775913254407734,0.11915684144666322,0.04952999175317068,0.022783681750812877
s167,1.515457757635698,0.22661395139193047,0.11944395117301579,0.05011873219444035,0.02309945464394182
s168,1.5232434525796015,0.22551094939566282,0.1193284477190515,0.049163282420340425,0.023126113271503577
s169,1.5689498534553732,0.23363576551199622,0.12116343923054466,0.05041312474019866,0.02294546474269617
s170,1.529459109320928,0.2254721255676197,0.11992786757098975,0.048847018741400274,0.02311219160106298
s171,1.574680670587762,0.23016221711345564,0.12123693803576514,0.05033136502422564,0.023434215715792926
s172,1.5268297182285802,0.2306058474811224,0.121669736857871,0.05039747612647436,0.02356989378722946
s173,1.5830057274282299,0.23239431729460056,0.1216435297405908,0.05126837792851469,0.023798517429564587
s174,1.5779842076718884,0.23251397928864262,0.12307719769670529,0.050228052154201,0.023743863441754488
s175,1.6361524886238434,0.23460132177590537,0.12057962251867729,0.049569317844627626,0.022347021870186213
s176,1.5441867817206345,0.2285155903488215,0.11986807154506807,0.05002668630452083,0.02362425911965962
s177,1.586077894346587,0.2359446014536501,0.12307852272488053,0.05077024168010672,0.024472322696708924
s178,1.608211300137489,0.23419984832163865,0.12157586170199645,0.05034444848989083,0.022783890189567203
s179,1.573539538877608,0.2328980087987167,0.12204099612720704,0.05093038451757578,0.023084581619067027
s180,1.5881216986205493,0.23208037783810162,0.12228691296458419,0.05040089888578171,0.022960125900210567
s181,1.588711932798594,0.22921888596941353,0.1225119102190675,0.0509287092902584,0.023480347846961885
s182,1.6264217578893194,0.2322580001753846,0.11968717675846433,0.04993768642932326,0.02305102079071215
s183,1.5971791370003732,0.23177609861653437,0.12285574830136471,0.051989448399210186,0.024088104357046752
s184,1.5867888411837876,0.2275475125851999,0.11923925372945914,0.05006991841370222,0.02305050136348191
s185,1.5863502444127149,0.22976265390850986,0.11959496723288542,0.04967743182862704,0.02220684651443817
s186,1.5845828433573668,0.2282767372166611,0.1210902732606767,0.05053064795726782,0.022419411002379725
s187,1.595697686332511,0.23168462794916841,0.12260012729004954,0.05134880827817043,0.024980631852607762
s188,1.6376467910837054,0.23166906025384673,0.12150074264007242,0.05089237214211941,0.023021415152172545
s189,1.5934109118913449,0.22875541191061163,0.12043513964762244,0.049601025213912256,0.023323732901506394
s190,1.6239033582128062,0.23130493094513238,0.12018189004465352,0.04976561636161454,0.022985449495890955
s191,1.6567542795120938,0.23176396753580597,0.12462148311724403,0.050958134140554834,0.023574417024645848
s192,1.632702987130324,0.23304357064004033,0.12230323967167257,0.04958510719028789,0.02337647120605742
s193,1.628145487713548,0.2298240405809671,0.12013024172181605,0.04926314510432798,0.022857317224496677
s194,1.6299572413234111,0.23082475016609383,0.11988944730645393,0.04998810629716725,0.023028171804412755
s195,1.6559872364536856,0.23122142307334131,0.12264677457483783,0.051617897027716256,0.023418076327111292
s196,1.6107189687521763,0.23156103605153405,0.12096200072512207,0.05093478190538459,0.023116800503707326
s197,1.6347114251842443,0.22872625261586751,0.11796166916751152,0.050311200660597084,0.022289496795331383
s198,1.6320268865052576,0.22881054622673114,0.12138461099547584,0.04944025162718614,0.022149153043657107
s199,1.6518226692411555,0.23059850827780357,0.1218784074492223,0.05004409267087805,0.023211781751338197
s200,1.634370606562265,0.2274232590756615,0.12000461003074697,0.04949988472083393,0.022140897800784456
