,SD(y1),SD(y2),SD(y3),SD(y4),SD(y5)
s26,1.0955124117927713,0.47314965196011793,0.3398331348135698,0.21698210751551736,0.13679853143910037
s27,1.0925753036899588,0.47175443226714714,0.33838822112732264,0.2141574246677073,0.13647395785205085
s28,1.096512589138104,0.4711244746538993,0.3368488657939291,0.21488369246012246,0.13484321286810844
s29,1.1023893547517725,0.4734177110818845,0.3391625555946584,0.21524841322729518,0.13842383829525895
s30,1.100099022244659,0.4698734201377695,0.3372548614220262,0.2128430265179456,0.13553424635766073
s31,1.1129644964929764,0.47285957802077583,0.33573504475000726,0.21195967038508706,0.13680553107702492
s32,1.0990446579706912,0.4675132391773242,0.3371864245115074,0.21265268664249878,0.13737122626080228
s33,1.1132404295480638,0.47717323333939654,0.34077080798274795,0.214809927332272,0.13801636553169128
s34,1.1122807619466921,0.47189344505577147,0.3374316039894823,0.211368337639514,0.13285022462808202
s35,1.0982766753754085,0.4695671535124214,0.3353836182549289,0.21090629707806854,0.13313979359872719
s36,1.1023806787877806,0.47377470487708784,0.3439228450741797,0.21559329145289163,0.13697780681319088
s37,1.1114154671399006,0.4753384323942272,0.3400156054513878,0.21504290447548863,0.13914758979859163
s38,1.1084568869591722,0.4745999605954561,0.34391337576808645,0.21731259790269644,0.13811084876496138
s39,1.1065738083024685,0.4709128645587848,0.33335366598276955,0.21313158928075818,0.138765824731509
s40,1.103476130997001,0.4702494180081146,0.34021961659918815,0.2151039237397282,0.1363976898793598
s41,1.1166841661683298,0.47536027601353487,0.339133185764566,0.21720592391771157,0.13848363766496743
s42,1.1063185373705586,0.46758597529887397,0.3356038412008453,0.21273684627013595,0.1356481258487502
s43,1.111332305389202,0.47337796887123745,0.3378266476837837,0.21467705273746512,0.13712277966329567
s44,1.1057712299184563,0.47242924381481693,0.33876229814899106,0.21630570403088767,0.14116770225198497
s45,1.1355572774909204,0.48207736329193357,0.3455186235082712,0.21614486097945124,0.1367373367299606
s46,1.116442455040503,0.4722223406033311,0.33749656087615487,0.21316244077493257,0.13769243075280072
s47,1.1184407981438624,0.46527875975075716,0.3337575407730173,0.21224048374833557,0.136302387824434
s48,1.1080880159461552,0.4684338948921033,0.33961692262421783,0.2144706166434956,0.13528100459805187
s49,1.1167318799540384,0.4689176807818141,0.3394736478147891,0.21715669359620143,0.13895520369177328
s50,1.1267373105245562,0.47665269907391455,0.34459832036763155,0.21708359281719566,0.13849758558250425
s51,1.1022916310136237,0.4672778799819378,0.33435904163139984,0.2127982637687776,0.1356520489937229
s52,1.1303963517302775,0.4742815956295626,0.3395029470133484,0.21337942319086536,0.135770914294135
s53,1.130046021824879,0.47791656278921585,0.34357934705984244,0.21627898741381693,0.13730461977345976
s54,1.1238657848442377,0.47362014794542534,0.33904000781603894,0.21419971485271908,0.1386518730207474
s55,1.1224869246437192,0.4748025976415472,0.3418753100874039,0.21692474591106023,0.14221507918738802
s56,1.122760699886012,0.4675238784738238,0.3350855605339765,0.21179700572802357,0.13730150975441727
s57,1.1082372215917042,0.4678627826187712,0.33803246021962124,0.2127152670739565,0.1397522328222899
s58,1.1346984236790094,0.47690816757346666,0.34059100001062526,0.21711396535225308,0.13986342006719588
s59,1.1242876848871024,0.474017201186673,0.34092147132756834,0.21420506901055653,0.13800474608447408
s60,1.1218065200753715,0.4704956150185103,0.33862363016405034,0.21437462891423356,0.13699436396919465
s61,1.1234994610804219,0.47301491207352975,0.34322536527352854,0.2159563493672344,0.13881974461864646
s62,1.120520195140661,0.4720095005669449,0.34177561119713745,0.21591977513976388,0.1385709873738613
s63,1.1226565788086544,0.46796920492215505,0.33567910489166214,0.2124425049490856,0.13702229691427564
s64,1.119886121710295,0.47148502990623453,0.33706611927722707,0.212329123674355,0.13696129479096633
s65,1.1384965280428918,0.4724550865175571,0.34026023804867184,0.21330071095071496,0.13514930945712159
s66,1.1339033933044473,0.4725098122097574,0.3386109429437242,0.21165972575106615,0.1358786554283931
s67,1.125083452406855,0.46847340691289036,0.3360036409705218,0.21415960368443915,0.14191071339589714
s68,1.1302574816939215,0.4707876724945719,0.3372705561044897,0.21280605878444622,0.13749956923514758
s69,1.1289880702964306,0.47278621955903477,0.3424798261945602,0.21627519366396222,0.1417318406235237
s70,1.130657047168283,0.46984787326254424,0.33881813718040077,0.21506362710936452,0.13774526272198465
s71,1.1283586413317994,0.47340053807929905,0.33808492121530803,0.21562271227026866,0.14071933442552428
s72,1.1243058008465503,0.467722350506368,0.33423911078784263,0.2110957643405769,0.1362946086921168
s73,1.1400968064693406,0.4666720919620964,0.33526274142516393,0.21130294881959835,0.13547574122564596
s74,1.1475493670849384,0.4739523769669756,0.3400214040255182,0.2119211350134644,0.13680536387621312
s75,1.143172082906952,0.4753687641393871,0.3398662156347529,0.21734980635268472,0.1404423724829047
s76,1.1367320011203343,0.47121264187753464,0.3388074073658031,0.21170407489445553,0.13768025340684456
s77,1.1490085164317176,0.47434689938907776,0.3395525254834015,0.21391829969602258,0.13595300578755157
s78,1.1445721288211164,0.4755848580960711,0.3404600530101467,0.21402751993456517,0.13804220417094143
s79,1.1515466522125006,0.47604678252864274,0.3432297883445991,0.21691815074595508,0.14023331240218387
s80,1.1365916213989244,0.4684144764688845,0.33590542972378296,0.21242209749618,0.1368930492037122
s81,1.145309547823516,0.47130792094573165,0.33846905883030576,0.21601472222217452,0.13809629107704607
s82,1.1519329868718386,0.4749350251768969,0.3406573673335917,0.2159112544204978,0.13558029226994966
s83,1.1538193724224957,0.4732572715131028,0.34174535725769783,0.21497023802031137,0.13703130679778489
s84,1.1385044236131756,0.47056641368449176,0.3375531023995385,0.21562025646827096,0.13928448700282628
s85,1.136271322427859,0.4719962494043038,0.33822217512697905,0.2130770132352479,0.13539429883571133
s86,1.1545106633637108,0.4736543414061997,0.3400831754674464,0.21376318387639767,0.1378987559581504
s87,1.1535564094678517,0.4716140926905892,0.33652704769208097,0.213612241371273,0.13702291098563074
s88,1.1430980889877846,0.4674253898805041,0.337219497443742,0.21473621340466356,0.13699748651654362
s89,1.1486150079133226,0.4715446386725379,0.3403827119562407,0.21497376467253598,0.13641092253268428
s90,1.152660917023002,0.4708677281363131,0.33893866747094575,0.21413126571624902,0.13411020613798416
s91,1.1493282414942831,0.4708822104997191,0.3359504355861241,0.21150801058984978,0.13550271660985289
s92,1.1583842870318615,0.47125167954013597,0.3386798419351251,0.21576351250121922,0.1399831279689392
s93,1.1571644463301654,0.47339896477776605,0.3418386544696469,0.21807865775061827,0.13601701843596206
s94,1.1603470234648035,0.4729073834106278,0.33665725750141,0.21267076980418997,0.1353213960588979
s95,1.1334411107416773,0.466136102485066,0.33626083658243655,0.21279528851454993,0.13707864293347616
s96,1.142411860106065,0.46953611248054083,0.3340759935060629,0.21015741096790794,0.13887691280351447
s97,1.158518407688097,0.4734228359381011,0.3396470878890543,0.2133871898637789,0.1371925939778422
s98,1.159140718834459,0.47354410022737453,0.34001310572464594,0.21456750452113224,0.14017753122095888
s99,1.151107809308666,0.46820523862799224,0.33705319337046225,0.21253131144380505,0.13708258706600165
s100,1.1517155468574167,0.4745375989765716,0.34113022054327613,0.2159224585318864,0.13966570460166852
s101,1.1582622670414844,0.47232216042193187,0.3414316657250943,0.21504728194636744,0.13471352125923866
s102,1.1459665464355262,0.46758877449189623,0.33516587588886276,0.21188084027382476,0.13698442360835936
s103,1.160447517056904,0.47487634570145193,0.3390867587745546,0.21326962637415084,0.1342255063823492
s104,1.1581249893335728,0.46939615810712276,0.336235740186212,0.21268921312146521,0.13553789085685292
s105,1.1624083483767418,0.47525482998297713,0.3414008553198229,0.21472206505723715,0.13984004914747106
s106,1.1637316053845617,0.4738169232096739,0.34133628811967354,0.21838620706537115,0.13860473149824873
s107,1.1751709669895194,0.4794344138171359,0.34220439276261844,0.21713460062610218,0.13600348445571134
s108,1.1713441462848728,0.47175280901276184,0.33621105573307686,0.2104302856466587,0.13238745324260692
s109,1.1654258016253933,0.46901788407729994,0.34040036721418104,0.2152677095104047,0.13698183281643536
s110,1.159300256835579,0.47128937274647753,0.3377509100882031,0.21261638916658307,0.13494564926938493
s111,1.16402262602683,0.4708328262796092,0.33967325548515004,0.21474156571441197,0.13639769717923708
s112,1.1753604586964301,0.4686192329291505,0.3343823455522529,0.2113073558051306,0.1351397083176662
s113,1.1843113784674393,0.4777800242988976,0.34327835597639583,0.21592791184384896,0.13790747563433187
s114,1.174613843149253,0.47559027693403605,0.33724972714260576,0.2130706970457842,0.13728704657825824
s115,1.188099928034118,0.47410614482217306,0.34151450542144024,0.21248859811864648,0.13767745414619478
s116,1.1678838085399492,0.4682955861250255,0.33531337737023836,0.21475931705389228,0.13512507664721715
s117,1.1773282932663278,0.47110671422668193,0.3383308065452057,0.21228123849698663,0.1355836757649403
s118,1.1775478105569133,0.4725462905117915,0.3400584995866691,0.21356793719211137,0.13847614338588002
s119,1.178908483405303,0.4759446306868101,0.3410179236991644,0.2175178228135609,0.13721553123383737
s120,1.1742735204233292,0.47128032308274875,0.34014332209137926,0.21459236615020558,0.13885484152971203
s121,1.1829943737411641,0.47256541054590334,0.3374128371652154,0.21367240770443505,0.13565160753981492
s122,1.1816762159047707,0.47058316816148965,0.338801759681247,0.21453130772582205,0.13553061897973606
s123,1.1766280051393148,0.4707109335898523,0.33872924534450727,0.2138445873889944,0.13724739614036627
s124,1.186607007976915,0.4746942391398039,0.3411057565192274,0.21747330351873598,0.14014844128867027
s125,1.185902617727799,0.47275607229774963,0.33862988469622796,0.21468927824023634,0.13636690759398845
s126,1.1797114351130822,0.47275488976746016,0.33900044968323423,0.21421389174669853,0.137810320973615
s127,1.1908024900611995,0.47515502532767256,0.34332933141744426,0.21529880404033463,0.1394761199819408
s128,1.1867334940351326,0.4707002606644738,0.3388914799735916,0.2147896420955054,0.1357317283305384
s129,1.1891859078109237,0.47089065357164,0.3374658512425094,0.21547771480542932,0.1372130808014554
s130,1.1887569412418293,0.4753759821068608,0.34099591039181165,0.21662338522841088,0.1397824548396516
s131,1.1884472814130176,0.47251365603729384,0.33759464873278766,0.21312848970206064,0.13563555799879262
s132,1.1932395060584908,0.47417407659965877,0.3459086809594366,0.21714367514749391,0.13807626208593193
s133,1.190265629201964,0.47270515127097307,0.34241735337892243,0.2182724717993908,0.14139696640871163
s134,1.1904385112268896,0.4729663974241203,0.3378835698665609,0.21367294284690952,0.13677183308235752
s135,1.1859509648540396,0.4723633279503326,0.3353576219045799,0.21087793733743226,0.13347076028066354
s136,1.19132872772872,0.46891964072456477,0.3384051743885861,0.21740306858806746,0.13871981704463665
s137,1.1871289643041845,0.46912519252746615,0.34210854766839616,0.21937441872687788,0.14006127189716552
s138,1.1977231976657587,0.47222114658131553,0.3370112050851887,0.2109952426425373,0.13731121529050333
s139,1.1884291251532002,0.47092018845081607,0.3361387527925658,0.21287354332867348,0.13678904535283057
s140,1.1993647134231213,0.47193233776389476,0.33758744494532117,0.213566145208165,0.1363207823526438
s141,1.2116561566849502,0.4707259825017217,0.34031172806117427,0.21449041564302587,0.13897107673419576
s142,1.1912950473341053,0.4666267881885086,0.33338531864681586,0.21361291643723573,0.13759206304775165
s143,1.194424695473683,0.46997585402271747,0.33465945113266965,0.2111428808561304,0.13546927552125473
s144,1.2044277739952503,0.47575428132133973,0.3418758052324745,0.2151159680376853,0.13989085185195932
s145,1.2157251797399635,0.47102344533750395,0.3385077183484475,0.21418750351558355,0.1405703088709403
s146,1.1980643019693586,0.4728015379050433,0.3427803520128542,0.2182301395604778,0.13912856807700655
s147,1.197332799993728,0.47119191139728644,0.34120346170422655,0.21453213019737422,0.13740272903457515
s148,1.2236104861435924,0.47759411924010514,0.3427525010063475,0.21744385440324454,0.13932544340358158
s149,1.214489746760876,0.47446893895625963,0.338613937235903,0.21349546158197766,0.13556969119656045
s150,1.200276746408033,0.47057297665292985,0.3382872648963134,0.2122412487957965,0.13712475261319293
s151,1.213564791017462,0.4709460558037185,0.335202408789697,0.21465269756233385,0.13663476014529213
s152,1.1910129197349058,0.46634860874855655,0.33333251144139153,0.21037735350495068,0.1381171679654156
s153,1.2142747697729173,0.473585202145587,0.3370596935281092,0.21434471074669295,0.13729777818551295
s154,1.2172936690764433,0.47591497887519607,0.34378705930678843,0.21626972969700414,0.13676434451583877
s155,1.2147458998684857,0.4713678771213801,0.3353160574172392,0.211718176962846,0.134614575483459
s156,1.2247070739849193,0.4766524217933678,0.33831800391281885,0.21582810890540693,0.1362824323546262
s157,1.2128768654909883,0.4727919348167325,0.33989979388435665,0.21406851631362425,0.13701052385187104
s158,1.2230388613103935,0.4725622438693272,0.33752605547450565,0.21072698158635206,0.13317243595790246
s159,1.227183257220402,0.47909997440429,0.3399699657184076,0.21485422344335173,0.13696068578499887
s160,1.227704455022945,0.47457319146354676,0.33837901118156616,0.21321427805579174,0.13805771901688496
s161,1.2290243911344865,0.4718465852812215,0.3388488774596511,0.21683796624424514,0.1366763696097122
s162,1.2154824532334165,0.46717618498614144,0.335002909272717,0.21144958507800368,0.1367895865443034
s163,1.2217487716166668,0.4685797732798525,0.3360359303132469,0.21333981134141716,0.13768922828262162
s164,1.223721894125114,0.47262502491646946,0.337997806564016,0.2147246553136419,0.13788485835320677
s165,1.2338058650588457,0.4723089495736618,0.34098562660487713,0.21446246842219854,0.13354099408088915
s166,1.2389242558495832,0.47996794649762825,0.34014635425642,0.21873098913213007,0.13744972772641817
s167,1.2266828181387113,0.46776324017145954,0.3347706347302167,0.21046629856969598,0.1344615672768322
s168,1.2232867996738108,0.4719401391047543,0.33874769693534285,0.21387922575054108,0.13420697696050446
s169,1.2277723862925196,0.47384213859038216,0.33635082631070967,0.21465066454958914,0.13441952936663684
s170,1.2156512639346124,0.4701751761487518,0.3363148185436094,0.21273031703184594,0.13526581575532137
s171,1.2165495419535932,0.4671567173184677,0.3365367036297128,0.21335510569031235,0.13479558379609682
s172,1.2329001197618472,0.4709748150135089,0.33466810405658537,0.2117441792973533,0.1355163630673384
s173,1.2252251577057056,0.4707089406363709,0.34120563901001805,0.2193237727918359,0.13832670344014691
s174,1.2393514453644967,0.47099546314077506,0.3373078376430362,0.21304309603118335,0.13771203188315895
s175,1.2281862666922625,0.4669055882106242,0.33581551524585074,0.21385115996668835,0.13579073352091783
s176,1.237710287896461,0.4676873923280477,0.33382343488083344,0.20947734340071353,0.13293095326686483
s177,1.2358499436899475,0.46953971207771894,0.3369292401735913,0.21346769554529874,0.13462779950288584
s178,1.2502049029561164,0.47712369750435457,0.3405452464745439,0.21511117089022036,0.13800023329346664
s179,1.245140267950016,0.4729880953841062,0.33627015559994317,0.20994774461152996,0.13657607209028777
s180,1.2396752665374704,0.475003198508822,0.3375238908728535,0.21327956241228735,0.13789684268412877
s181,1.2406319163127,0.4668323135034896,0.33570151862823355,0.2112794044529127,0.1350421503655788
s182,1.2460373014025554,0.4707986441735189,0.3413440553158392,0.21609814563971516,0.14101183210996054
s183,1.2468939549006852,0.4727990257806561,0.3375929742656718,0.2126770765277901,0.13660517719375187
s184,1.2451592123895625,0.4735409577047797,0.3408813662575579,0.21704704145171783,0.1382032889495134
s185,1.2440666982970217,0.4724507379078297,0.34058280684164755,0.21492442806421375,0.13833287541525657
s186,1.2616300519199435,0.4752962417420579,0.34208985222967797,0.21329497081969956,0.13739116276865132
s187,1.2554947081000645,0.47445673862555143,0.3399709283227837,0.21222348245378247,0.13380866873938693
s188,1.255989141272032,0.47394769702868733,0.3384081914593204,0.21272234863720615,0.13720681358617018
s189,1.247027806715604,0.4716807328156047,0.341873198523031,0.21592282869325372,0.13536494652908052
s190,1.2673481880805555,0.47887920850823784,0.34457436138558317,0.21541998434868717,0.1399835795256373
s191,1.246310536544088,0.46900172250018357,0.33733590839391075,0.21476561158986146,0.13942926488293816
s192,1.2411069993338597,0.47065473226740473,0.3403003566576332,0.2149975812686123,0.13832183864176406
s193,1.254602777581074,0.4697979619234864,0.338136063439927,0.21370209131037526,0.13549270554604861
s194,1.2540640402849004,0.4751605160000883,0.3425528780013629,0.21535579015654632,0.13710813052296542
s195,1.2556137330975128,0.4709906173903541,0.3357197372632786,0.21371461407169734,0.137246301418876
s196,1.2624012521582852,0.47058136247102506,0.34087906880912594,0.21363205149737416,0.13669700104055774
s197,1.2711512743220212,0.4735428637511079,0.33718508065810726,0.2111522838467146,0.13548666859424852
s198,1.2681696242763816,0.4756001037443077,0.3401787488073285,0.2170672681465192,0.14111875412547176
s199,1.2640658050601392,0.4745416992078973,0.3451603361079079,0.21548530573412078,0.13678460675833135
s200,1.2743783771246049,0.4780132276772063,0.34322397958278705,0.21825906125621422,0.13707119435378767
