,node1-node2,node1-node3,node1-node4,node1-node5,node2-node1,node2-node3,node2-node5,node3-node1,node3-node2,node3-node4,node4-node1,node4-node3,node4-node5,node5-node1,node5-node2,node5-node4
s11,0.20462469478164103,0.11778712853558418,0.029079226590398195,0.004836039785759342,0.21884975073444743,0.0015127732889348028,0.0,0.9382717933674853,0.011267217087088461,0.029876438382968076,0.9212952292687038,0.11882668128868246,0.004164454815429345,0.7230163557747183,0.0,0.019651714240634586
s12,0.21830369188781676,0.01666926099289188,0.009283540109189758,0.0015115103557988775,0.22133253931236205,0.00020579126363244368,0.0,0.9075366665902367,0.011050720172890542,0.009560259236237656,0.8912306629230883,0.01685770061129017,0.0013067874509992224,0.7005784145118853,0.0,0.006309196860400691
s13,0.33213124086190493,0.14785312352262386,0.03495197612777354,0.005659328574394954,0.34940337075860034,0.0017299892628882645,0.0,1.3368745080473248,0.014869151404470423,0.03616180020319287,1.3125546541114295,0.15018811454846143,0.004902971268196411,1.0291119156503135,0.0,0.023741676577649747
s14,0.4195330857429802,0.10056761711454378,0.026440484167258485,0.0035290880086527067,0.43136221832221333,0.0011116418989662957,0.0,1.572604040551035,0.016906365242020476,0.02744362677703661,1.5441117084362248,0.10249191075775006,0.0030687138408181415,1.2115982514736978,0.0,0.0180402781156775
s15,0.5572340331743845,0.0837478272062849,0.021494590968368473,0.0035259788334943347,0.5672618517360227,0.0008674662288981996,0.0,1.896546203491764,0.019297298303361944,0.022472069285241047,1.8617019812534576,0.08594768073538714,0.0030792179771284268,1.4563777237363449,0.0,0.014684318117311326
s16,1.2591226105394144,0.1850735604677122,0.044771183700196164,0.006736197000736572,1.2800148510733949,0.001776604584223241,0.0,3.914977893612086,0.03696823589507958,0.04719771816659955,3.84334623194927,0.1915344954069912,0.005936632744527717,3.009428536917459,0.0,0.030895733125594852
s17,2.1448910382371427,0.09228774127582191,0.02264435593537943,0.0030862108855839268,2.1547321280711005,0.0008041431655880142,0.0,5.9906004405104065,0.051960301199766044,0.024117725242429985,5.884401871830644,0.09655001780388299,0.0027683198973833564,4.641233748761442,0.0,0.0160207102112309
s18,3.011436993442164,0.23144924296720096,0.054468640842957376,0.009590329230233492,3.0374232578093987,0.001784295974349896,0.0,7.385257611364032,0.05644756950398884,0.05908780701617109,7.251283704385221,0.24652237680049327,0.008712343958075776,5.685676763759611,0.0,0.03879853288291437
s19,0.6880490185121371,0.019732561705593496,0.005895479371207515,0.0009412084528885293,0.6878228043292274,0.00012688940587134124,0.0,1.3842228460927566,0.0089041140966395,0.006608630202644614,1.359006246734133,0.021716570216487582,0.0008816952988398469,1.0638423066295153,0.0,0.00432322296790449
s20,12.496030463739023,0.24275735386903552,0.056993514744499305,0.009694314445337962,12.526057944216234,0.001234890805326084,0.0,17.97747598266229,0.09123102162970487,0.06987517142895602,17.65626725176211,0.2923075396532648,0.009983456229285632,13.899976898739455,0.0,0.04620664549420372
s21,26.71868539915005,0.03788819523382376,0.009217298541793525,0.0013862898650477992,26.733761211314064,0.00011021625400419087,0.0,8.89188364488826,0.02585178411752486,0.02926827406874861,8.733390400321875,0.11816435286077241,0.0036955297384964974,6.869349927957626,0.0,0.019326760869540313
s22,9.334780894373953,0.07668685423226378,0.01849515000476414,0.0031363928546109315,9.344320826204191,0.00039101151926993914,0.0,13.389382021973638,0.06820018450382408,0.022698511469611073,13.151101525327299,0.09244044774621392,0.0032312144709639172,10.35372278715602,0.0,0.015001254872012603
s23,4.042588967122547,0.07082258116481105,0.017755826232956448,0.0031273082026281526,4.050951665386506,0.0004583988341359302,0.0,8.094635222421703,0.052284331683740914,0.01993317024084233,7.94957748550104,0.07808255304801821,0.0029466624816850374,6.251419631705625,0.0,0.013156343413216106
s24,3.912082043484696,0.07867343408549467,0.019855777443705796,0.003307810777789301,3.921053621673662,0.000600711224848938,0.0,9.553975369607976,0.07278249341587603,0.02152378870015083,9.381817191384453,0.0837457507124361,0.003006214128160299,7.368223945699518,0.0,0.01417235429461631
s25,0.8941471661151322,0.012177795892307263,0.008978322760226991,0.0013797529872363256,0.8968085515275572,0.0001056974455541737,0.0,2.478996519906025,0.021452651694044846,0.00957054603754155,2.434223106508269,0.012746608797139678,0.0012331538129269975,1.911386174555167,0.0,0.0063008505773641844
s26,0.6754687180676151,0.14002001487965912,0.03476556800371216,0.0045402257961562695,0.6915401263059932,0.0013481824498843237,0.0,2.1222087997261005,0.019958804169133315,0.036639605027328194,2.0838348111888894,0.14489945476348262,0.0040116994595416665,1.6369773016397042,0.0,0.024131239840810975
s27,0.9271398456613336,0.2025471739626807,0.048737102565876524,0.007401808362128562,0.9496846934463986,0.0020687759505623312,0.0,3.2344685459485176,0.032251952447395156,0.05086197379369872,3.176121387383128,0.2075648697541348,0.006478611705988005,2.494646186945353,0.0,0.03350546795422542
s28,0.31971945026104476,0.16428636810340222,0.038634115348266475,0.0064161405697394395,0.3393797032792789,0.0018153580406268719,0.0,1.231701072677458,0.012821808198683834,0.040114354726735475,1.2094651795235223,0.167501390671137,0.0055863336383072115,0.9497475045577188,0.0,0.026414279162728448
s29,0.4723351049529016,0.15836558130832276,0.037365943643133934,0.00640242380252616,0.4901336788392193,0.0018763724090740776,0.0,1.9134775722835493,0.021848282079593686,0.038612041661692506,1.8791571496522728,0.16071164090379697,0.005559930132230969,1.4793631045780766,0.0,0.025545390892270873
s30,0.366109091715126,0.1455850041060281,0.03680872546578806,0.005198319226606373,0.38290246517389154,0.0018126920475050763,0.0,1.5831419543423482,0.018847319646531857,0.037892727131348614,1.5539416045424546,0.14710809174522327,0.004464063512029796,1.2133149489502237,0.0,0.024680676121687246
s31,0.25382605131628055,0.1606102936528731,0.03808347458613056,0.006296340723753513,0.2729344034261981,0.0020827129244338598,0.0,1.1583349114083719,0.013969089293300712,0.03914316060097057,1.1373162481801768,0.16208387046611483,0.005426571807695114,0.8932497673609454,0.0,0.025778970259949976
