,node1-node2,node1-node3,node1-node4,node1-node5,node2-node1,node2-node3,node2-node5,node3-node1,node3-node2,node3-node4,node4-node1,node4-node3,node4-node5,node5-node1,node5-node2,node5-node4
s11,0.3764128195817077,0.2075875715710815,0.051851188670502465,0.006869050236289883,0.4011539278583261,0.0027148566573491446,0.0,1.6803802807292838,0.020620846484496642,0.05334726834443362,1.64985907289099,0.2096979045252629,0.005923196456005037,1.2944795448851674,0.0,0.03508055893787287
s12,0.3504577665024428,0.08831360478496529,0.023402888307496917,0.00354460703883352,0.36128531706893163,0.0010854969384420374,0.0,1.4507025906994382,0.01729675979762813,0.024136385042282445,1.424329335945361,0.08942571275068391,0.0030603164920687373,1.1165106966945184,0.0,0.015838723451870873
s13,0.33356040706565643,0.19419665868061353,0.046079479046044924,0.00741844115461619,0.3568199626067261,0.0022805304375325486,0.0,1.3790466300409598,0.015139043013166582,0.04763970645063045,1.353817802560774,0.19709905356378127,0.006413680596353869,1.0600161333485123,0.0,0.031192809078244666
s14,0.3649441858167497,0.11372326801479671,0.027164051644952187,0.004482648445464568,0.3781136423517792,0.0012696687629397696,0.0,1.3630034248580443,0.014687306322864217,0.028233017098626634,1.3382379092924506,0.11605088486263387,0.003903917948230538,1.0497905079585865,0.0,0.0185579440736733
s15,0.377085840373628,0.057155292629671915,0.014848432675412297,0.0023854732447938,0.38378973268299604,0.0005885833969243761,0.0,1.3080335197442015,0.013234797497577406,0.015492762372730343,1.2843862917537932,0.05855735969806426,0.0020857817269816763,1.0077871252310513,0.0,0.010187041297509447
s16,0.6269388217965908,0.061691604786976675,0.01624048813964463,0.002536833711976151,0.6343364170924701,0.0005972624625839199,0.0,1.9591266165764838,0.018745938002460532,0.017104260974397517,1.923866077717777,0.06380337254942775,0.0022430574555287676,1.5122727728599479,0.0,0.01128763019005403
s17,1.0794514189086648,0.05015725319006574,0.014880128071004235,0.0024811853261633853,1.0860985799757068,0.0004352795350787715,0.0,3.026779040768865,0.02610652563127436,0.015844292373922982,2.972642603045478,0.052451981959738055,0.002219681888452486,2.3393029222661625,0.0,0.010475673862674253
s18,3.119153770106588,0.03182414791882502,0.012050657573933456,0.002026293279518081,3.1242882214292846,0.00024657692317570714,0.0,7.544803935767652,0.05836188318410416,0.013081271427106222,7.4097968422364415,0.03392769365186803,0.0018486706251228636,5.834260060197096,0.0,0.00865660228973418
s19,3.2132838211739583,0.09456031741060125,0.02326428164604669,0.0037829365780477834,3.2243036360518618,0.0006199406979256785,0.0,6.372548968463222,0.041635862180131905,0.026187205569871606,6.2583712227348025,0.10453375970880907,0.003576120917839535,4.924127348034248,0.0,0.017303770145388024
s20,8.787128055272811,0.034622132983377456,0.011331966273290223,0.0017563284712334992,8.792419202337573,0.00017393216033505823,0.0,12.75578823011279,0.06404304030244179,0.013839174484907972,12.519375775023002,0.04149866315471151,0.0017843115747913092,9.75312342163686,0.0,0.008968736595612557
s21,47.30813436767153,0.05259832563241464,0.012964744235501698,0.001903878082149228,47.32927063275749,0.00015714844927572043,0.0,15.660195853334708,0.046767201119124927,0.04135104725789826,15.377815101045492,0.16473729265581583,0.00508306624915346,12.054291722627429,0.0,0.02713298983612308
s22,7.681701357168957,0.13101090734467874,0.031720252470571794,0.004559778742156632,7.69788834623814,0.0006584375374132855,0.0,10.981437218524077,0.055074697692162077,0.038976214862830455,10.783737957371374,0.15808134519176448,0.004696396874155654,8.465250577540735,0.0,0.025646502549146924
s23,6.426847553145558,0.08807920779482473,0.021962290847898608,0.0033630467310147476,6.436814059247131,0.0005770009282166652,0.0,12.926214054163758,0.08454764009497173,0.024633702715662446,12.69247859922922,0.09700643702299622,0.003160288562261219,9.96201200048424,0.0,0.016198399161459768
s24,2.513344523309195,0.090142965867187,0.02157232059398092,0.003295680166506117,2.5230612253986333,0.0006935729762970383,0.0,6.1155206568485925,0.046872486551712625,0.023397322289823518,6.004410073489005,0.0959926634540629,0.002993086903778425,4.7090780654775175,0.0,0.015365145577555748
s25,2.1511132573865623,0.17535340670268743,0.043008128926229974,0.006918892497663632,2.170735588810272,0.0015508144514807308,0.0,6.108442010705347,0.05353433810767265,0.045734651556780366,5.996252617120707,0.18304526496980777,0.006148204133811901,4.692155908615216,0.0,0.029905754092753808
s26,1.753619639345229,0.15667708135723565,0.03782382997053677,0.0054945620801473425,1.770556364868721,0.00149351667157631,0.0,5.476785204548921,0.05170778738700064,0.03981727359811515,5.376506343879371,0.16191457473176615,0.004834710656423045,4.207656997381956,0.0,0.026046122139879103
s27,0.8659574526045865,0.26790905431282475,0.0648711910296996,0.009534177034811143,0.8964219547526113,0.002783042716020971,0.0,3.0718639829194814,0.03082609641821105,0.06764158843614664,3.0156130184851784,0.27423503973856295,0.008305992227913457,2.359591069373595,0.0,0.04422026231006492
s28,0.4607477169628512,0.1267605931208283,0.030892706299788308,0.004710039873728376,0.4752155495560371,0.0014007872901479399,0.0,1.7277392730650756,0.018511375239903337,0.03207565129221445,1.6966309010292655,0.129244763995399,0.0041034436825573405,1.3326307573915914,0.0,0.021139869850003976
s29,0.3633213147629543,0.07967303946226946,0.02182039748504974,0.003264397254666506,0.373033029183406,0.0009380672947161293,0.0,1.462044051130612,0.016765891739560564,0.02253593354214978,1.43603540871695,0.08082188434681967,0.0028360311216566333,1.1310648914554535,0.0,0.014931141779375594
s30,0.2827015878301183,0.13533664326121697,0.03307312457942004,0.0053991031226573345,0.29873762830762585,0.00168094728515337,0.0,1.219269729780643,0.01433101017857029,0.03407297429142617,1.1970337774492457,0.13688530650525185,0.004655516628323633,0.9383461268220995,0.0,0.0223551787483883
s31,0.250520973870215,0.05968986243940168,0.01576279578172665,0.0026585367551008785,0.2579721889193623,0.0007727455464080547,0.0,1.08745338965105,0.013671550992594381,0.01621075971427486,1.0676963013927798,0.06027091495878845,0.002290259035642917,0.8375293154806458,0.0,0.010651909409584394
