""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"DPP3",7.5024811,7.323837665,7.207089147,7.242001627,7.491799125,7.128453983,7.384900374,7.294364731,7.20967648,7.483581737,7.391475813,7.617056989,7.374241084,7.103258629,7.270770894
"SNUPN",7.840700375,7.966522814,8.054238844,8.123054544,8.033322664,7.997055156,8.043570197,7.925792852,7.991025522,8.030444876,7.961267791,8.002355074,8.205900409,8.184706274,7.933280955
"HUWE1",7.815117717,7.726454719,7.67410274,7.768295529,7.625799553,7.706473953,7.531339193,7.285874755,7.43381781,7.424624851,7.267056137,7.549967512,7.538825284,7.126638115,7.532088338
"PTPRU",7.030695472,7.14037307,7.043907409,7.046381581,6.965876472,6.9546977,7.031732845,6.920549549,6.888012302,7.000670833,6.938855134,7.222504596,7.118466482,6.875115917,6.822596159
"TSPAN32",8.899433519,9.070907544,8.643072538,9.065696267,8.777198602,8.945700305,8.755573798,8.478856078,8.147941879,8.380311239,8.224118443,8.604444905,8.883867912,8.500670958,8.986820847
"TSSC4",8.073690671,7.870628779,7.836619592,8.109577822,8.158207368,7.86611261,8.059809425,8.175306571,7.857376253,8.119327838,7.833678352,7.868501782,8.054514649,7.786380071,7.796242393
"CDH9",3.918375953,3.616413314,3.800455969,3.696771124,3.637568247,3.522452038,3.764682781,3.779787212,3.658461077,3.64426277,3.448115075,3.678469338,3.845925566,3.650390854,3.70967269
"USH1C",5.162362622,5.249963005,5.371219015,5.154211218,5.209379605,5.250737239,5.389012383,5.172461632,5.379303151,5.20686221,5.237038784,5.277888056,5.487464275,5.030183214,5.363325253
"PQBP1",8.666307237,8.664917966,8.741807812,8.880330911,8.528064858,8.702488681,8.665713944,8.857575745,8.661300804,8.856435232,8.745231731,8.765997524,8.164588659,8.795818569,8.410594794
"EDIL3",4.025971967,4.399637921,4.152131973,4.313438752,4.06583761,4.161366152,4.016195082,3.934852201,4.148969101,4.117125019,4.029331969,4.213799643,4.051085379,3.944620571,4.099105309
"CERT1",9.099303364,9.161892894,9.422986282,8.877111019,9.197375345,8.891166472,9.415753696,9.854941789,9.693798799,9.650412297,9.685260182,9.31124497,9.709203458,9.725834724,9.087749017
"KCNK7",6.248128282,6.624915473,6.183910449,6.499732235,6.260460503,6.510179059,6.533055622,6.292578317,6.242004585,6.119320321,6.179505923,6.302823815,6.269417512,6.120190456,6.446776392
"CDH10",4.370629547,4.411587299,4.788113886,4.551709023,4.322259035,4.442286626,4.332984899,4.304131959,4.934928107,4.315960715,4.400978353,4.687468697,4.696481127,4.30618509,4.525314622
"UST",4.725219067,4.459050895,4.882258744,4.766914224,4.749777204,4.734178045,4.666845053,4.522757356,4.569961925,4.519289621,4.615172731,4.435915994,4.616319142,4.630234425,4.438354581
"ARPC5",12.13250192,12.16157403,12.13955685,12.16939408,12.16828892,12.29681023,12.39910309,12.53588522,12.51171551,12.55639303,12.55856001,12.34001487,11.97216908,12.61414084,12.269277
"ARPC4",10.13891392,10.1823097,10.49680046,10.14593698,10.31930816,10.30204529,10.64736361,10.71435953,10.25396724,10.60146581,10.38140647,10.38152219,10.05325437,10.2443707,10.45387963
"ARPC1B",12.98205012,13.07706389,13.00992384,13.11449757,13.06189073,13.10574714,13.15638951,13.2295771,12.92790213,13.19109572,13.15609091,12.8519505,13.0094548,13.29798375,12.99881313
"ACTR3",11.30916552,11.30272505,11.50759815,11.45157708,11.51220094,11.50866861,11.5619983,11.76657707,11.94308208,11.82310767,11.92397726,11.56484727,11.53526092,12.18700162,11.64451402
"ACTR2",11.23836637,11.26991287,11.45542361,11.18142825,11.16804857,11.34527687,11.3543528,11.54362197,11.43025436,11.24016361,11.45729361,11.08786604,10.69541085,11.53166905,10.92180657
"TSPAN5",10.25374218,10.04070423,10.12783314,10.21776123,10.04685062,9.557592025,9.943558714,10.09529048,9.847142662,9.999767538,10.32628737,9.931991816,10.97214587,10.28074181,10.74208484
"TSPAN3",7.602982321,7.535177198,7.795239483,7.779463209,7.815193237,7.678389396,7.904667698,7.719088136,7.375983568,7.656204908,7.642942099,7.298314939,7.558522095,8.014532537,7.630008992
"CDH11",3.853497954,3.820457689,4.060888505,4.079850761,3.982088345,4.086864208,3.910380561,3.855322291,4.003000753,3.959523291,3.827093594,4.083399504,4.039012929,3.897536125,3.934801891
"ADA",8.576529916,8.741407143,8.57867344,8.568865292,8.682103128,8.368700688,8.577467129,8.432412403,8.081898158,8.661706616,8.689119873,8.781638664,8.823318263,9.06554429,8.891998463
"TSPAN2",5.10895264,4.950438855,4.799369306,5.087996904,4.993456582,4.913068809,5.12142233,5.211814397,5.49046865,5.123089031,5.654196307,4.99772335,4.766473888,5.135332093,5.003661003
"NUBP2",9.257582254,9.121309347,9.017330617,9.297397618,9.280444992,9.080845651,9.312626184,9.262320894,8.853945307,9.220908568,9.028707814,9.135858893,9.224431104,9.13975891,9.120635528
"TSFM",7.687064795,7.60265445,7.808036055,7.787205037,7.750927237,7.65482641,7.870339812,7.865244791,7.732323345,7.67981029,7.74000339,7.700496607,7.971760703,7.886179778,8.002103124
"TSPAN1",6.422517464,5.963885334,6.23219985,6.059373812,6.06033406,6.281318139,6.142881351,6.005467618,6.018361512,6.01917296,6.268374822,6.164684367,6.365975177,6.054762826,6.319561702
"PPIF",9.139935898,9.2303564,9.159543624,9.288882787,9.090337883,9.421176063,9.345967576,9.345917685,9.264841081,9.383886518,9.258769558,9.285226088,8.569685454,9.020651804,9.088013912
"CTDSP2",9.845050273,9.752611661,9.799137934,9.780660497,9.787259231,9.785518122,9.851068378,9.842272225,9.762845795,9.6768188,9.634251051,9.798164757,9.935283083,9.26446114,9.825247448
"TRIM10",5.471857645,5.379025325,5.336276565,5.468517301,5.433187256,5.499738986,5.41467701,5.363565501,5.489852986,5.467039588,5.48563622,5.517131349,5.913814063,5.264849546,5.758306775
"ARPC2",12.57843199,12.53802349,12.54884182,12.55702677,12.48484911,12.57561005,12.65411141,12.71315175,12.71286688,12.62543536,12.66073499,12.46875941,12.58479742,13.04162824,12.58889159
"CDH12",3.507898416,3.594386353,3.51809774,3.610783991,3.441327415,3.545983291,3.538459536,3.509147208,3.482308287,3.622484801,3.678169326,3.349395079,3.556391387,3.620322134,3.573916277
"SGK2",4.616709028,4.692627815,4.604537614,4.523447119,4.462519822,4.577384202,4.850942327,4.546410811,4.399967406,4.736986812,4.577790587,4.902701256,4.72695328,4.797075888,4.815004297
"RAD50",5.601224303,5.559194102,5.691587408,5.587086262,5.825776585,5.714148912,5.616355213,5.497688593,5.433776188,5.707189833,5.512921752,5.271465612,5.371069436,6.006160014,5.598263778
"KIF20A",3.959455499,3.904767834,3.96848913,4.121204063,3.932538487,4.171794232,3.99513664,3.992225669,3.822216912,4.286101373,4.018999591,4.098390167,4.011600982,4.016780203,4.111624545
"PREB",8.868650696,8.828721719,8.77005078,8.966142783,8.919460019,8.869607735,9.00652097,8.867911144,8.725064387,8.937504983,8.841587038,8.802134812,8.650201798,8.894899483,8.700594341
"HIPK3",5.984228719,6.171810688,6.569863693,6.083329224,5.76818941,6.565296134,6.368341246,6.672229862,7.027394646,6.593516482,6.606390006,6.100923438,5.205649558,5.827583691,5.602648071
"FEM1B",5.604974619,5.379769911,5.277836851,5.269468671,5.120620172,5.249973514,5.68395867,5.604527569,5.614763499,5.373074166,5.394196213,5.668504427,5.393163792,5.506007222,5.622372419
"ACTR1B",8.798776651,9.062784653,8.962452301,9.142230028,9.099288413,8.990316944,9.029341146,8.795363702,8.782036564,8.731174441,8.728752999,8.745027464,8.742740212,8.915503459,8.94789422
"ACTR1A",9.318317524,9.221983479,9.256719731,9.270222216,9.220521809,9.311356433,9.545576377,9.565642176,9.445520104,9.56082163,9.343298486,9.470498675,9.227369156,9.186167298,9.283716308
"RASGRP1",10.09608852,10.20973936,10.30162053,10.27879392,10.2481248,10.23888991,9.928326781,9.736089013,9.630501636,9.624093899,9.8222198,9.185458128,9.792593233,10.19858117,9.471324243
"DNAL4",6.252429285,6.362058259,6.363552173,6.396108593,6.666779878,6.403772001,6.318882539,6.530405677,6.592106252,6.337841101,6.282007794,5.954132098,6.537284914,6.21223483,6.542784022
"ZNF263",7.845370932,7.712525915,7.876847898,7.906203126,8.043192282,7.948980895,7.984027003,7.780395117,7.815039902,7.888493876,7.754251566,7.763613834,7.909419189,7.914569074,7.861488987
"LRPPRC",8.133174271,8.09042633,8.245770411,8.08694188,8.365447666,8.288306657,8.170408479,8.058595238,7.809591112,7.984959298,8.068207664,7.721999316,8.169980791,8.494501935,7.984240733
"CDH13",4.05233003,4.140054969,3.740270945,3.920809758,3.969080092,3.614162182,3.670746263,3.780862959,3.902688397,3.701398638,3.967567104,3.9616497,3.812291455,4.106509827,3.673366139
"PDIA6",9.527265254,9.496235836,9.583527523,9.6035315,9.547493006,9.42975766,9.577484423,9.753105309,9.69310083,10.02223517,9.898369113,9.692424973,9.386775481,9.772100584,9.306796658
"TRAP1",8.772540937,8.735326387,8.71445427,8.733272703,8.721061464,8.586953292,8.576018896,8.237134326,8.090332685,8.335683994,7.963055066,8.368478942,8.748149813,8.376027695,8.56213705
"OPTN",8.834894893,8.720303144,8.608951262,8.982625953,8.952728349,8.685693321,8.627417669,8.563962552,8.400512699,8.601486491,8.745763713,8.329329903,9.157014771,8.823560438,8.958956359
"BCAP31",11.93200741,12.00351149,11.97817238,11.99373951,11.99605054,11.92464077,11.99415031,11.90575431,11.74539578,11.76695471,11.66240352,11.85257384,11.62176074,11.73760514,11.66538926
"CELA3A",4.95344505,5.145977909,5.074310481,5.022216554,4.773404419,5.182947571,4.89178698,4.680490084,4.907391701,4.888569405,4.938075992,5.318283761,4.9049702,4.769351348,5.049840996
"YAF2",6.018931697,6.091651825,6.173145557,6.17158156,6.195674611,6.411778873,6.4630827,6.319728602,6.255960692,6.329073791,6.096680335,5.991405892,5.742874581,6.758322405,5.924457924
"ARFRP1",7.619285891,7.596900829,7.654516966,7.641403546,7.594091037,7.539462958,7.528463042,7.635883596,7.629998275,7.501794865,7.531517521,7.590784644,7.452891223,7.262564468,7.653638107
"CDH15",5.325547626,5.463740927,5.186238228,5.309914562,5.157824741,5.401965744,5.251886749,5.132669625,5.165073516,5.254805651,5.252872855,5.372561181,5.29023868,5.197480521,5.479218841
"TOB1",9.246607715,9.259407044,9.201193718,9.189562697,9.182252468,9.143318148,9.107029487,9.062633012,8.689092861,8.730062928,9.058502281,8.488191383,8.665745071,9.233115209,8.68568638
"AKAP9",6.683365912,6.809125905,6.667995196,6.737170362,6.650670539,6.728440845,6.527985991,6.535725828,6.55346079,6.570474748,6.585266689,6.453605807,6.662950229,6.672653844,6.546120442
"FAM13A",7.204470633,6.83580453,6.694541044,6.520370283,6.769393112,6.857476895,6.942070108,6.677127986,6.758760195,6.989780419,6.684856485,6.918342199,7.058830706,7.144829299,7.058578807
"G3BP1",9.112285387,8.822979946,9.077808648,8.990153145,8.855786082,8.949184262,8.873468239,8.695700937,8.693439343,8.927447099,8.935564726,8.894264071,8.779380911,8.982657126,8.703992304
"SUGP2",7.401365605,7.685992889,7.562344249,7.66797695,7.503982749,7.512890171,7.339342122,7.321309712,7.241274425,7.163201738,7.10203027,7.341533441,7.003792563,7.305126175,7.25206518
"EBI3",4.724143507,5.005739447,4.972880185,4.77291414,4.865687156,4.813552428,4.688509036,4.559014967,4.697990788,4.630453529,4.644975568,4.809405589,5.674908434,4.824502185,4.855417542
"ADGRG2",4.36133804,4.296941148,4.37905652,4.361090171,4.12581586,4.556823812,4.489935969,4.198336462,4.661280069,4.280522847,4.509965223,4.434112354,4.508337369,4.393957302,4.404305307
"MBNL2",5.593817346,5.616233173,5.718771558,5.526669598,5.57908218,5.579465675,5.447435962,5.590287714,5.462292052,5.383818093,5.610458745,5.213537346,5.493040019,5.623880919,5.26967905
"ABI2",6.63666458,6.649021662,6.750094639,6.730371218,6.624731056,6.569774005,6.546743084,6.419772046,6.442770476,6.467147139,6.492406776,6.486830418,6.49834454,6.36949392,6.509182318
"CEBPZ",6.914274666,6.658176573,6.701059043,6.755746774,6.818932631,7.007169748,6.762624952,6.855206185,6.763714504,6.897634136,7.070312416,6.336277167,6.556444481,7.868219953,6.472189738
"PLXNC1",9.564622622,9.294387232,9.711449259,9.119546534,8.88929443,9.27515397,9.45974179,9.893051607,10.06710143,9.624624434,9.611921219,9.559307524,7.923811126,9.198318723,8.895150093
"TRIM28",10.46702269,10.39324325,10.39635365,10.59320658,10.47720252,10.36451248,10.3004663,9.952435464,9.94522083,9.994478337,9.69541157,10.14241778,10.37870696,9.728392345,10.34231217
"AASS",4.696931794,4.755703073,4.693344052,4.449164834,4.267091076,4.502784141,4.426351666,4.59618474,4.390798782,4.504270213,4.484226738,4.632222422,5.208820487,4.313924329,4.700972506
"PDZK1IP1",9.968924172,9.912751003,10.04353141,10.52877607,10.31955685,9.946126116,10.15502218,10.20132839,9.683436268,10.05659788,10.25275173,9.896836471,11.23883964,9.714324626,10.82908395
"ATP6AP2",11.07608096,11.09453004,11.18887168,11.02317431,11.0929549,11.15197708,11.24415989,11.3717382,11.3088764,11.22836963,11.18665329,10.96244841,10.67035177,11.12085085,10.83574823
"CDH17",4.800509342,4.629225945,4.504816131,4.740998497,4.510934497,4.66824533,4.685059785,4.660501435,4.648301229,4.66445145,4.719482574,4.758094925,4.53279533,4.582440919,4.829971972
"FARP1",4.800711368,4.668948165,4.808731909,4.853055055,4.749807824,4.779936704,4.754969549,4.678831196,4.937916489,4.86510529,4.73534387,4.936009106,4.946670474,4.643568899,4.967942653
"LPAR6",6.913900043,6.478318671,6.938384616,6.673083008,6.897563912,7.046577217,6.978376451,7.544351251,7.685521817,7.416445777,7.896223833,7.193247531,7.464462783,9.689945001,7.632402111
"LPCAT3",6.520246415,6.937800244,6.873317155,6.943637454,6.766590266,6.835360435,6.811179265,7.114823026,6.91190592,7.236675406,7.097259934,7.09671706,6.625052394,7.012250264,6.498143603
"CHST4",5.525339689,5.48385882,5.383029952,5.563942577,5.126998048,5.479911091,5.497106391,5.243043147,5.479216036,5.643182905,5.347427371,5.496349219,5.582820088,5.465787421,5.573247846
"SLC25A13",5.551227531,5.528421159,5.477389658,5.227014165,5.949480471,5.615203434,5.75878542,5.734603923,5.803888524,5.917574341,5.871647285,5.795842743,6.069488678,6.016788378,5.411212814
"ZNF197",4.621914727,4.465046499,4.743233728,4.708217281,4.640674411,4.614221255,4.645247872,4.539353907,4.684833254,4.553100045,4.642969573,4.506892656,4.723096523,4.686466856,4.721306538
"SERF2",11.29173843,11.35751287,11.43905497,11.66605765,11.48845888,11.45633181,11.52237382,11.72008729,11.37975967,11.54377434,11.6335687,11.22413569,11.78785507,11.84051861,11.67390082
"CDH18",4.994186703,4.935970103,4.874443838,5.028596366,4.626159439,4.831284203,4.666988907,4.689590832,4.738198289,4.98006558,4.751605517,4.642524244,4.854170773,4.625918788,5.188054469
"DHRS9",8.171294471,7.883907984,8.563899446,8.581544931,8.438846456,8.370680963,8.568155653,9.352854852,9.478545655,9.712492654,9.629195378,9.48483999,9.229640797,9.462866545,9.170521263
"RCL1",8.099604498,7.790790012,7.861081228,7.845275373,8.093530196,7.841893018,7.863000896,7.772585021,7.717405044,7.694760269,7.694580419,7.862717484,8.231954378,7.748268575,8.178139165
"SORBS3",6.74792828,6.619848233,6.771923537,6.675765005,6.668823615,6.843205874,6.594694818,6.261506021,6.071302027,6.427079783,6.261366494,6.373170253,6.560469239,6.097283308,6.632213291
"CNIH1",8.580805025,8.2837873,8.709180115,8.896165955,8.866651831,8.653572509,8.933554113,9.052752184,8.873557386,8.941174974,9.112006633,8.650582552,9.048688814,9.74658348,8.953201898
"RBM7",7.550538832,7.454695736,7.684617502,7.714777431,7.946707825,7.762007365,7.934580077,8.593406077,8.783937087,8.532279067,8.715021045,8.041033025,7.947448479,8.90613985,7.968240117
"CDK2",6.79064074,6.830123602,6.560338512,6.607823102,7.098232935,7.129348847,7.064767715,7.065901389,6.735332237,6.992281478,6.977517874,6.709325547,6.984411964,6.846746259,6.9587508
"RBM5",11.37187649,11.47407265,11.38926538,11.36903316,11.41094975,11.45207763,11.37999886,11.41132971,11.27394898,11.28922063,11.19081849,11.21955952,10.89976366,11.32461963,11.20546886
"LHFPL6",4.106485379,4.24032014,4.007775217,4.017426583,4.17589136,3.918955142,4.226786291,4.224165838,3.964366776,3.897276377,4.140170128,3.881880861,4.353871067,3.903524494,4.191296811
"TNK2",7.419708556,7.548574592,7.389829488,7.416456653,7.438808929,7.521608754,7.334923275,7.238294692,7.323205867,7.467978984,7.502266992,7.584312867,7.35718853,7.17084363,7.534933448
